SCHOOL_YEAR_x,ST_x,NAME,NCESSCH,LEVEL,SCH_TYPE_TEXT_x,SCH_TYPE_x,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,FARMS_COUNT,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP,Income_Poverty_ratio,IPR_SE,ALL_RLA00NUMVALID_1718,ALL_RLA00PCTPROF_1718_new
2017-2018,AL,Southside High School,010111000406,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.92,318.0,0.0,0.0,0.0,0.0,349.0,23.13,20.13,3.0,18.91,867109.39,79.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,149.0,76.0,81.0,7.5
2017-2018,AL,Crossville High School,010114001860,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,31.5,460.0,0.0,0.0,0.0,0.0,599.0,36.0,36.0,0.0,35.84,1641124.98,161.0,0.0,-18.0,1.0,2.0,1.0,30.0,12.0,279.0,113.0,142.0,22.0
2017-2018,AL,Austin High School,010117000426,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,89.0,806.0,0.0,0.0,0.0,0.0,1494.0,96.0,96.0,0.0,81.0,4481426.0,498.0,0.0,-18.0,1.0,13.0,1.0,226.0,219.0,194.0,69.0,332.0,35.0
2017-2018,AL,Decatur High School,010117000429,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,64.5,586.0,0.0,0.0,0.0,0.0,1049.0,67.0,67.0,0.0,60.5,3404039.0,93.0,0.0,-18.0,1.0,15.0,1.0,170.0,166.0,185.0,101.0,244.0,39.0
2017-2018,AL,Demopolis High School,010120000148,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,38.96,404.0,0.0,0.0,0.0,0.0,714.0,48.0,44.0,4.0,41.96,3011305.83,345.0,0.0,-18.0,1.0,9.0,1.0,127.0,123.0,333.0,76.0,179.0,47.0
2017-2018,AL,Dothan High School,010123000445,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,66.7,852.0,0.0,0.0,0.0,0.0,1184.0,75.38,75.38,0.0,64.65,3486155.07,251.0,0.0,-18.0,1.0,10.0,1.0,48.0,116.0,98.0,23.0,250.0,32.0
2017-2018,AL,Northview High School,010123001501,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,67.3,794.0,0.0,0.0,0.0,0.0,1226.0,79.51,79.51,0.0,70.45,3504379.37,335.0,0.0,-18.0,1.0,9.0,1.0,149.0,222.0,235.0,95.0,314.0,47.0
2017-2018,AL,Elba High School,010126000461,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,16.0,203.0,0.0,0.0,0.0,0.0,295.0,17.5,17.5,0.0,17.5,791825.4,66.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,198.0,52.0,140.0,17.0
2017-2018,AL,Elmore County High School,010129000463,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,25.0,230.0,0.0,0.0,0.0,0.0,470.0,25.0,25.0,0.0,25.0,1164260.15,117.0,0.0,-18.0,1.0,7.0,1.0,53.0,57.0,267.0,34.0,117.0,47.0
2017-2018,AL,Holtville High School,010129000465,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,25.0,207.0,0.0,0.0,0.0,0.0,445.0,26.0,26.0,0.0,26.0,1152656.87,113.0,0.0,-18.0,1.0,6.0,1.0,44.0,47.0,268.0,65.0,111.0,52.0
2017-2018,AL,Stanhope Elmore High School,010129000468,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,58.0,547.0,0.0,0.0,0.0,0.0,1096.0,60.0,59.0,1.0,60.0,2790489.32,246.0,0.0,-18.0,1.0,10.0,1.0,121.0,111.0,453.0,157.0,238.0,51.0
2017-2018,AL,Wetumpka High School,010129000471,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,60.0,504.0,0.0,0.0,0.0,0.0,1186.0,62.0,61.0,1.0,62.0,2817239.5,273.0,0.0,-18.0,1.0,13.0,1.0,93.0,167.0,337.0,43.0,256.0,44.0
2017-2018,AL,Enterprise High School,010132000476,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,111.25,773.0,0.0,0.0,0.0,0.0,2340.0,124.0,121.0,3.0,120.32,6226664.38,1006.0,0.0,-18.0,1.0,13.0,1.0,423.0,758.0,266.0,88.0,515.0,54.0
2017-2018,AL,Escambia County High School,010135000484,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,29.0,372.0,0.0,0.0,0.0,0.0,415.0,37.0,37.0,0.0,35.0,1643261.51,103.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,155.0,44.0,104.0,17.0
2017-2018,AL,Flomaton High School,010135000487,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,27.2,228.0,0.0,0.0,0.0,0.0,496.0,27.7,27.7,0.0,27.7,1340300.89,195.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,190.0,39.0,211.0,60.0
2017-2018,AL,W S Neal High School,010135000492,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.1,289.0,0.0,0.0,0.0,0.0,368.0,25.1,25.1,0.0,24.1,1154954.43,126.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,194.0,72.0,91.0,47.0
2017-2018,AL,Glencoe High School,010138000498,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,19.81,143.0,0.0,0.0,0.0,0.0,335.0,20.0,20.0,0.0,20.0,1034460.05,88.0,0.0,-18.0,1.0,6.0,0.0,-18.0,53.0,327.0,109.0,86.0,52.0
2017-2018,AL,Sardis High School,010138000505,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,30.6,259.0,0.0,0.0,0.0,0.0,522.0,34.0,34.0,0.0,29.98,1529320.6,122.0,0.0,-18.0,1.0,5.0,1.0,22.0,29.0,245.0,71.0,119.0,52.0
2017-2018,AL,Southside High School,010138000506,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,45.43,234.0,0.0,0.0,0.0,0.0,804.0,48.0,47.0,1.0,48.0,2393151.07,173.0,0.0,-18.0,1.0,7.0,1.0,89.0,87.0,327.0,51.0,174.0,47.0
2017-2018,AL,West End High School,010138000507,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.17,255.0,0.0,0.0,0.0,0.0,382.0,24.0,24.0,0.0,22.92,1171140.22,54.0,0.0,-18.0,1.0,1.0,1.0,13.0,1.0,205.0,29.0,177.0,37.0
2017-2018,AL,Hokes Bluff High School,010138001662,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,24.03,182.0,0.0,0.0,0.0,0.0,402.0,24.0,24.0,0.0,24.0,1286432.13,102.0,0.0,-18.0,1.0,3.0,1.0,43.0,10.0,385.0,162.0,104.0,37.0
2017-2018,AL,Eufaula High School,010141000511,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,49.35,638.0,0.0,0.0,0.0,0.0,733.0,53.35,53.35,0.0,53.35,2542886.46,200.0,0.0,-18.0,1.0,12.0,1.0,104.0,120.0,223.0,85.0,203.0,32.0
2017-2018,AL,Fairfield High Preparatory School,010144000516,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,35.31,629.0,0.0,0.0,0.0,0.0,754.0,35.0,30.0,5.0,35.0,2225527.0,314.0,0.0,-18.0,1.0,4.0,1.0,39.0,43.0,164.0,64.0,362.0,12.0
2017-2018,AL,Berry High School,010147000521,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,15.5,154.0,0.0,0.0,0.0,0.0,263.0,17.0,17.0,0.0,16.43,765921.17,32.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,240.0,63.0,125.0,37.0
2017-2018,AL,Fayette County High School,010147001787,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.5,223.0,0.0,0.0,0.0,0.0,437.0,25.98,25.98,0.0,25.98,1065922.3,137.0,0.0,-18.0,1.0,7.0,1.0,178.0,177.0,188.0,43.0,90.0,62.0
2017-2018,AL,Florence High School,010153000528,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,64.82,373.0,0.0,0.0,0.0,0.0,1037.0,68.5,68.0,0.5,68.16,3862182.0,625.0,0.0,-18.0,1.0,21.0,1.0,298.0,287.0,220.0,85.0,331.0,50.0
2017-2018,AL,Fort Payne High School,010156000538,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,52.4,594.0,0.0,0.0,0.0,0.0,905.0,52.0,52.0,0.0,52.0,2935400.62,472.0,0.0,-18.0,1.0,2.0,1.0,38.0,27.0,175.0,59.0,222.0,51.0
2017-2018,AL,Phil Campbell High School,010159000544,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,24.83,289.0,0.0,0.0,0.0,0.0,470.0,28.0,28.0,0.0,28.0,1892907.0,72.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,132.0,37.0,208.0,35.0
2017-2018,AL,Tharptown High School,010159001869,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,20.77,278.0,0.0,0.0,0.0,0.0,371.0,21.78,21.78,0.0,21.78,1658776.0,63.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,244.0,112.0,178.0,27.0
2017-2018,AL,Gadsden City High School,010162001824,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,96.42,898.0,0.0,0.0,0.0,0.0,1524.0,105.45,105.45,0.0,105.45,4738785.64,327.0,0.0,-18.0,1.0,15.0,1.0,322.0,100.0,190.0,90.0,359.0,33.0
2017-2018,AL,Geneva High School,010164000567,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,23.0,151.0,0.0,0.0,0.0,0.0,289.0,26.5,26.5,0.0,20.0,1219769.47,86.0,0.0,-18.0,1.0,2.0,1.0,18.0,0.0,207.0,56.0,86.0,42.0
2017-2018,AL,Greene County High School,010168000576,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,14.5,285.0,0.0,0.0,0.0,0.0,340.0,24.0,22.0,2.0,24.0,1726329.0,75.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,171.0,94.0,75.0,7.5
2017-2018,AL,Guntersville High School,010169000582,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,35.72,222.0,0.0,0.0,0.0,0.0,603.0,35.3,35.3,0.0,32.3,1770075.7,140.0,0.0,-18.0,1.0,9.0,1.0,134.0,146.0,307.0,123.0,135.0,52.0
2017-2018,AL,Hale County High School,010171000588,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,22.0,243.0,0.0,0.0,0.0,0.0,384.0,25.0,25.0,0.0,20.24,1015428.0,208.0,0.0,-18.0,1.0,1.0,1.0,14.0,14.0,237.0,46.0,104.0,42.0
2017-2018,AL,Greensboro High School,010171002162,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,20.0,376.0,0.0,0.0,0.0,0.0,401.0,23.5,22.5,1.0,16.76,947960.0,182.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,170.0,60.0,111.0,13.0
2017-2018,AL,Haleyville High School,010172000594,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,26.06,259.0,0.0,0.0,0.0,0.0,500.0,29.54,29.54,0.0,29.54,1486613.22,190.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,185.0,49.0,113.0,52.0
2017-2018,AL,Hartselle High School,010173000599,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,57.42,209.0,0.0,0.0,0.0,0.0,1059.0,64.0,64.0,0.0,57.92,3268921.79,393.0,0.0,-18.0,1.0,13.0,1.0,249.0,160.0,302.0,43.0,247.0,65.0
2017-2018,AL,Abbeville High School,010174000600,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,25.0,290.0,0.0,0.0,0.0,0.0,333.0,25.0,25.0,0.0,22.0,954509.0,54.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,187.0,66.0,162.0,32.0
2017-2018,AL,Headland High School,010174000604,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,21.0,152.0,0.0,0.0,0.0,0.0,396.0,22.0,22.0,0.0,21.0,1051540.0,113.0,0.0,-18.0,1.0,4.0,1.0,38.0,37.0,250.0,92.0,101.0,47.0
2017-2018,AL,Homewood High School,010176000608,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,91.4,280.0,0.0,0.0,0.0,0.0,1226.0,92.3,92.3,0.0,84.3,5676600.42,524.0,0.0,-18.0,1.0,20.0,1.0,395.0,406.0,705.0,135.0,293.0,70.0
2017-2018,AL,Ashford High School,010177000611,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,46.0,429.0,0.0,0.0,0.0,0.0,767.0,48.0,48.0,0.0,41.0,2025855.26,177.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,243.0,50.0,416.0,37.0
2017-2018,AL,Houston County High School,010177000614,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.0,299.0,0.0,0.0,0.0,0.0,375.0,25.0,25.0,0.0,18.75,935480.16,60.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,216.0,63.0,195.0,42.0
2017-2018,AL,Rehobeth High School,010177000615,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,39.0,358.0,0.0,0.0,0.0,0.0,739.0,40.5,38.5,2.0,40.5,2063099.54,211.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,298.0,84.0,157.0,52.0
2017-2018,AL,Virgil Grissom High School,010180000629,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,98.0,581.0,0.0,0.0,0.0,0.0,1753.0,103.0,103.0,0.0,101.15,5439780.0,739.0,0.0,-18.0,1.0,30.0,1.0,550.0,515.0,504.0,164.0,394.0,58.0
2017-2018,AL,Huntsville High School,010180000631,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,99.75,396.0,0.0,0.0,0.0,0.0,1772.0,100.0,100.0,0.0,97.1,5421170.0,833.0,0.0,-18.0,1.0,25.0,1.0,668.0,686.0,316.0,152.0,370.0,72.0
2017-2018,AL,Lee High School,010180000636,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,51.5,596.0,0.0,1.0,0.0,0.0,730.0,54.0,54.0,0.0,47.72,2737816.0,335.0,0.0,-18.0,1.0,15.0,1.0,131.0,129.0,201.0,115.0,183.0,22.0
2017-2018,AL,New Century Technology High School,010180001374,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,29.0,226.0,0.0,1.0,0.0,0.0,455.0,30.5,29.5,1.0,26.52,1520112.0,228.0,0.0,-18.0,1.0,20.0,1.0,263.0,253.0,201.0,115.0,114.0,82.0
2017-2018,AL,Columbia High School,010180001651,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,59.3,456.0,0.0,1.0,0.0,0.0,890.0,68.5,67.5,1.0,55.0,3046353.0,407.0,1.0,145.0,1.0,4.0,1.0,49.0,57.0,438.0,170.0,204.0,31.0
2017-2018,AL,Jemison High School,010180002419,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,51.0,520.0,0.0,1.0,0.0,0.0,781.0,52.0,52.0,0.0,40.14,2288924.0,307.0,0.0,-18.0,1.0,13.0,1.0,159.0,165.0,129.0,36.0,181.0,17.0
2017-2018,AL,North Jackson High School,010183001751,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.11,278.0,0.0,0.0,0.0,0.0,473.0,35.36,35.36,0.0,33.76,1639909.46,148.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,204.0,37.0,111.0,37.0
2017-2018,AL,Jacksonville High School,010186000673,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,44.5,355.0,0.0,0.0,0.0,0.0,700.0,44.0,44.0,0.0,44.0,2241687.32,97.0,0.0,-18.0,1.0,6.0,1.0,66.0,76.0,406.0,139.0,331.0,53.0
2017-2018,AL,Jasper High School,010189000678,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,52.0,310.0,0.0,0.0,0.0,0.0,768.0,57.32,57.32,0.0,57.32,3057622.22,175.0,0.0,-18.0,1.0,7.0,1.0,15.0,41.0,241.0,74.0,176.0,52.0
2017-2018,AL,ClayChalkville High School,010192000469,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,74.0,747.0,0.0,0.0,0.0,0.0,1292.0,78.0,73.0,5.0,66.32,1097791.47,279.0,0.0,-18.0,1.0,13.0,1.0,304.0,159.0,379.0,83.0,321.0,29.0
2017-2018,AL,Corner High School,010192000698,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,30.0,118.0,0.0,0.0,0.0,0.0,537.0,31.0,31.0,0.0,26.37,1642235.6,134.0,0.0,-18.0,1.0,5.0,1.0,187.0,221.0,334.0,118.0,132.0,57.0
2017-2018,AL,Center Point High School,010192000702,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,50.0,652.0,0.0,0.0,0.0,0.0,757.0,49.0,49.0,0.0,35.99,1839626.25,175.0,0.0,-18.0,1.0,6.0,1.0,66.0,88.0,205.0,77.0,183.0,17.0
2017-2018,AL,Hueytown High School,010192000717,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,61.5,606.0,0.0,0.0,0.0,0.0,1082.0,63.8,63.8,0.0,51.9,1572316.9,253.0,0.0,-18.0,1.0,10.0,1.0,108.0,152.0,283.0,55.0,268.0,35.0
2017-2018,AL,McAdory High School,010192000725,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,57.5,536.0,0.0,0.0,0.0,0.0,1064.0,62.4,58.9,3.5,53.29,3027549.27,267.0,0.0,-18.0,1.0,6.0,1.0,267.0,260.0,370.0,101.0,272.0,27.0
2017-2018,AL,Mortimer Jordan High School,010192000728,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,42.0,203.0,0.0,0.0,0.0,0.0,751.0,41.86,41.86,0.0,36.23,1130733.85,566.0,0.0,-18.0,1.0,10.0,1.0,135.0,121.0,342.0,66.0,199.0,62.0
2017-2018,AL,Oak Grove High School,010192000732,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,42.0,286.0,0.0,0.0,0.0,0.0,786.0,45.6,42.6,3.0,39.36,2259819.68,97.0,0.0,-18.0,1.0,6.0,1.0,122.0,140.0,289.0,61.0,421.0,39.0
2017-2018,AL,Pinson Valley High School,010192000734,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,54.5,581.0,0.0,0.0,0.0,0.0,1011.0,60.0,60.0,0.0,50.42,2381602.06,386.0,0.0,-18.0,1.0,10.0,1.0,134.0,114.0,280.0,63.0,231.0,35.0
2017-2018,AL,Pleasant Grove High School,010192000737,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,42.0,390.0,0.0,0.0,0.0,0.0,713.0,43.0,42.0,1.0,36.58,932468.72,112.0,0.0,-18.0,1.0,7.0,1.0,100.0,119.0,307.0,31.0,318.0,25.0
2017-2018,AL,Shades Valley High School,010192000744,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,71.5,621.0,0.0,0.0,0.0,0.0,1342.0,76.0,76.0,0.0,70.07,1509652.94,431.0,1.0,322.0,1.0,19.0,1.0,20.0,528.0,328.0,126.0,312.0,50.0
2017-2018,AL,Minor High School,010192001752,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,50.5,784.0,0.0,0.0,0.0,0.0,988.0,65.0,65.0,0.0,48.91,1069084.87,253.0,0.0,-18.0,1.0,7.0,1.0,95.0,122.0,252.0,105.0,246.0,19.0
2017-2018,AL,Lanett Senior High School,010198000759,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,15.0,196.0,0.0,0.0,0.0,0.0,233.0,14.75,14.75,0.0,12.75,567887.13,79.0,0.0,-18.0,1.0,2.0,1.0,9.0,9.0,173.0,41.0,59.0,15.0
2017-2018,AL,Brooks High School,010201000764,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,42.68,281.0,0.0,0.0,0.0,0.0,743.0,42.5,42.5,0.0,38.88,1993450.26,115.0,0.0,-18.0,1.0,1.0,0.0,-18.0,8.0,319.0,94.0,379.0,53.0
2017-2018,AL,R A Hubbard High School,010204000776,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,11.0,113.0,0.0,0.0,0.0,0.0,137.0,11.0,11.0,0.0,8.0,425200.0,23.0,0.0,-18.0,1.0,3.0,1.0,27.0,27.0,156.0,32.0,62.0,13.0
2017-2018,AL,Hatton High School,010204000780,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,21.0,197.0,0.0,0.0,0.0,0.0,398.0,21.0,21.0,0.0,21.0,1055866.0,59.0,0.0,-18.0,1.0,3.0,1.0,9.0,15.0,281.0,67.0,185.0,42.0
2017-2018,AL,Lawrence County High School,010204000783,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,31.0,315.0,0.0,0.0,0.0,0.0,604.0,32.0,32.0,0.0,32.0,1648120.0,274.0,0.0,-18.0,1.0,8.0,1.0,129.0,185.0,295.0,79.0,164.0,37.0
2017-2018,AL,East Lawrence High School,010204001546,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,19.5,205.0,0.0,0.0,0.0,0.0,352.0,21.75,21.75,0.0,19.5,1061067.0,102.0,0.0,-18.0,1.0,3.0,1.0,58.0,15.0,208.0,85.0,102.0,42.0
2017-2018,AL,Beauregard High School,010207000790,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,44.0,377.0,0.0,0.0,0.0,0.0,648.0,43.0,43.0,0.0,42.0,2073428.0,152.0,0.0,-18.0,1.0,6.0,1.0,58.0,61.0,255.0,93.0,146.0,32.0
2017-2018,AL,Beulah High School,010207000791,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,36.0,330.0,0.0,0.0,0.0,0.0,506.0,40.0,40.0,0.0,38.0,1799872.0,98.0,0.0,-18.0,1.0,6.0,1.0,54.0,73.0,198.0,79.0,271.0,41.0
2017-2018,AL,Loachapoka High School,010207000792,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,23.5,223.0,0.0,0.0,0.0,0.0,243.0,19.27,18.27,1.0,19.27,924655.0,37.0,0.0,-18.0,1.0,4.0,1.0,29.0,14.0,216.0,84.0,124.0,17.0
2017-2018,AL,Smiths Station High School,010207000795,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,79.73,611.0,0.0,0.0,0.0,0.0,1302.0,80.92,80.92,0.0,80.92,3989819.0,379.0,0.0,-18.0,1.0,8.0,1.0,127.0,186.0,305.0,49.0,429.0,41.0
2017-2018,AL,Clements High School,010210000799,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,29.28,268.0,0.0,0.0,0.0,0.0,542.0,34.0,34.0,0.0,31.0,1855132.0,139.0,0.0,-18.0,1.0,1.0,1.0,8.0,8.0,272.0,101.0,278.0,48.0
2017-2018,AL,East Limestone High School,010210000800,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,58.91,298.0,0.0,0.0,0.0,0.0,1218.0,63.0,63.0,0.0,60.0,3163063.0,335.0,0.0,-18.0,1.0,7.0,1.0,191.0,0.0,374.0,127.0,686.0,51.0
2017-2018,AL,West Limestone High School,010210000810,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,42.22,411.0,0.0,0.0,0.0,0.0,491.0,46.0,46.0,0.0,46.0,2180886.0,116.0,0.0,-18.0,1.0,9.0,1.0,13.0,81.0,271.0,65.0,456.0,46.0
2017-2018,AL,Elkmont High School,010210001549,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,34.29,338.0,0.0,0.0,0.0,0.0,688.0,34.5,34.5,0.0,34.5,1785664.0,90.0,0.0,-18.0,1.0,6.0,1.0,60.0,83.0,306.0,51.0,384.0,41.0
2017-2018,AL,Linden High School,010213000813,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,11.25,141.0,0.0,0.0,0.0,0.0,163.0,12.25,11.25,1.0,9.61,511319.65,30.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,294.0,101.0,41.0,34.5
2017-2018,AL,Central High School,010216000817,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,15.0,258.0,0.0,0.0,0.0,0.0,254.0,14.41,13.41,1.0,14.41,990987.0,51.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,113.0,28.0,71.0,13.0
2017-2018,AL,Madison County High School,010222000556,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,29.66,181.0,0.0,0.0,0.0,0.0,536.0,30.0,30.0,0.0,30.0,1664903.76,131.0,0.0,-18.0,1.0,6.0,1.0,118.0,127.0,391.0,123.0,137.0,57.0
2017-2018,AL,Hazel Green High School,010222000836,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,69.25,454.0,0.0,0.0,0.0,0.0,1391.0,75.0,73.0,2.0,75.0,3872120.01,308.0,0.0,-18.0,1.0,10.0,1.0,62.0,189.0,300.0,89.0,307.0,55.0
2017-2018,AL,New Hope High School,010222000843,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,22.0,156.0,0.0,0.0,0.0,0.0,385.0,24.0,24.0,0.0,24.0,1162639.92,99.0,0.0,-18.0,1.0,8.0,1.0,120.0,135.0,269.0,34.0,98.0,52.0
2017-2018,AL,Sparkman High School,010222000848,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,86.95,442.0,0.0,0.0,0.0,0.0,2021.0,100.0,100.0,0.0,100.0,5266314.71,975.0,0.0,-18.0,1.0,18.0,1.0,470.0,707.0,563.0,138.0,563.0,54.0
2017-2018,AL,Buckhorn High School,010222001683,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,69.15,379.0,0.0,0.0,0.0,0.0,1363.0,76.0,76.0,0.0,76.0,3898203.83,358.0,0.0,-18.0,1.0,11.0,1.0,455.0,519.0,306.0,117.0,322.0,52.0
2017-2018,AL,Brilliant High School,010231000862,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,7.0,72.0,0.0,0.0,0.0,0.0,121.0,7.0,7.0,0.0,7.0,305292.22,17.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,174.0,33.0,73.0,42.0
2017-2018,AL,Marion County High School,010231000863,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,15.0,145.0,0.0,0.0,0.0,0.0,244.0,15.0,15.0,0.0,14.0,707964.52,59.0,0.0,-18.0,1.0,1.0,1.0,10.0,7.0,192.0,44.0,130.0,52.0
2017-2018,AL,Hackleburg High School,010231000866,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,10.83,129.0,0.0,0.0,0.0,0.0,182.0,10.63,10.63,0.0,10.63,510422.68,28.0,0.0,-18.0,1.0,2.0,1.0,5.0,0.0,140.0,44.0,87.0,32.0
2017-2018,AL,Hamilton High School,010231000868,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,28.04,249.0,0.0,0.0,0.0,0.0,481.0,29.5,29.5,0.0,29.5,1463948.92,228.0,0.0,-18.0,1.0,2.0,0.0,-18.0,4.0,246.0,57.0,115.0,47.0
2017-2018,AL,Phillips High School,010231000869,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,11.88,152.0,0.0,0.0,0.0,0.0,229.0,12.63,12.63,0.0,12.63,610482.94,45.0,0.0,-18.0,1.0,3.0,1.0,22.0,16.0,140.0,43.0,101.0,37.0
