" ""LEA_STATE""",LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCLASSES_CALC,SCH_MATHCERT_CALC,Total_Calc_enroll_students
GA,GEORGIA,1302340,Gilmer County,01053,Gilmer High School,130234001053,130234001053,1,1,12
GA,GEORGIA,1302370,Glascock County,01055,Glascock County Consolidated School,130237001055,130237001055,1,0,2
GA,GEORGIA,1302400,Glynn County,01065,Glynn Academy,130240001065,130240001065,4,3,32
GA,GEORGIA,1302400,Glynn County,01068,Brunswick High School,130240001068,130240001068,2,2,46
GA,GEORGIA,1302430,Gordon County,01959,Gordon Central High School,130243001959,130243001959,1,1,12
GA,GEORGIA,1302430,Gordon County,03374,Sonoraville High School,130243003374,130243003374,3,3,50
GA,GEORGIA,1302460,Grady County,01083,Cairo High School,130246001083,130246001083,2,1,6
GA,GEORGIA,1302490,Greene County,03570,LAKE OCONEE CHARTER,130249003570,130249003570,1,1,8
GA,GEORGIA,1302520,Griffin-Spalding County,01092,Griffin High School,130252001092,130252001092,8,0,34
GA,GEORGIA,1302520,Griffin-Spalding County,02429,Spalding High School,130252002429,130252002429,2,0,4
GA,GEORGIA,1302550,Gwinnett County,00959,Collins Hill High School,130255000959,130255000959,10,6,98
GA,GEORGIA,1302550,Gwinnett County,01114,Parkview High School,130255001114,130255001114,13,13,208
GA,GEORGIA,1302550,Gwinnett County,01118,Duluth High School,130255001118,130255001118,12,12,144
GA,GEORGIA,1302550,Gwinnett County,01123,North Gwinnett High School,130255001123,130255001123,23,18,366
GA,GEORGIA,1302550,Gwinnett County,01127,Dacula High School,130255001127,130255001127,6,6,60
GA,GEORGIA,1302550,Gwinnett County,01129,Central Gwinnett High School,130255001129,130255001129,8,8,54
GA,GEORGIA,1302550,Gwinnett County,01132,Norcross High School,130255001132,130255001132,15,11,198
GA,GEORGIA,1302550,Gwinnett County,01135,South Gwinnett High School,130255001135,130255001135,10,6,76
GA,GEORGIA,1302550,Gwinnett County,01905,Berkmar High School,130255001905,130255001905,18,18,154
GA,GEORGIA,1302550,Gwinnett County,01906,Brookwood High School,130255001906,130255001906,27,24,340
GA,GEORGIA,1302550,Gwinnett County,01937,Shiloh High School,130255001937,130255001937,3,3,16
GA,GEORGIA,1302550,Gwinnett County,01980,Meadowcreek High School,130255001980,130255001980,14,14,136
GA,GEORGIA,1302550,Gwinnett County,02387,Grayson High School,130255002387,130255002387,21,18,214
GA,GEORGIA,1302550,Gwinnett County,02903,Peachtree Ridge High School,130255002903,130255002903,17,16,248
GA,GEORGIA,1302550,Gwinnett County,03376,Mill Creek High School,130255003376,130255003376,24,22,306
GA,GEORGIA,1302550,Gwinnett County,03553,Gwinnett School of Mathematics- Science and Technology,130255003553,130255003553,27,27,380
GA,GEORGIA,1302550,Gwinnett County,03838,Archer High School,130255003838,130255003838,17,17,204
GA,GEORGIA,1302550,Gwinnett County,03916,Mountain View High School,130255003916,130255003916,11,10,136
GA,GEORGIA,1302550,Gwinnett County,03998,Lanier High School,130255003998,130255003998,11,11,132
GA,GEORGIA,1302550,Gwinnett County,04057,Gwinnett Online Campus,130255004057,130255004057,1,1,4
GA,GEORGIA,1302550,Gwinnett County,04212,Discovery High School,130255004212,130255004212,6,6,68
GA,GEORGIA,1302580,Habersham County,01145,Habersham Central High School,130258001145,130258001145,7,6,82
GA,GEORGIA,1302610,Hall County,01161,North Hall High School,130261001161,130261001161,4,3,22
GA,GEORGIA,1302610,Hall County,01162,East Hall High School,130261001162,130261001162,4,2,16
GA,GEORGIA,1302610,Hall County,01168,Johnson High School,130261001168,130261001168,5,5,38
GA,GEORGIA,1302610,Hall County,02043,West Hall High School,130261002043,130261002043,1,1,26
GA,GEORGIA,1302610,Hall County,02569,Chestatee High School,130261002569,130261002569,2,2,14
GA,GEORGIA,1302610,Hall County,02571,Flowery Branch High,130261002571,130261002571,5,5,76
GA,GEORGIA,1302670,Haralson County,01183,Haralson County High School,130267001183,130267001183,6,0,44
GA,GEORGIA,1302700,Harris County School District,02270,Harris County High School,130270002270,130270002270,14,0,58
GA,GEORGIA,1302730,Hart County,01193,Hart County High School,130273001193,130273001193,1,1,10
GA,GEORGIA,1302820,Henry County,01205,Stockbridge High School,130282001205,130282001205,2,1,14
GA,GEORGIA,1302820,Henry County,01208,Henry County High School,130282001208,130282001208,2,0,0
GA,GEORGIA,1302820,Henry County,02130,Eagle's Landing High School,130282002130,130282002130,5,3,38
GA,GEORGIA,1302820,Henry County,02391,Union Grove High,130282002391,130282002391,5,3,36
GA,GEORGIA,1302820,Henry County,02916,Luella High School,130282002916,130282002916,2,2,10
GA,GEORGIA,1302820,Henry County,03407,Dutchtown High,130282003407,130282003407,5,0,14
GA,GEORGIA,1302820,Henry County,03414,Ola High School,130282003414,130282003414,4,3,42
GA,GEORGIA,1302820,Henry County,03418,Woodland High School,130282003418,130282003418,2,0,16
GA,GEORGIA,1302820,Henry County,03928,Locust Grove High,130282003928,130282003928,4,1,20
GA,GEORGIA,1302820,Henry County,04172,Hampton High School,130282004172,130282004172,1,0,0
GA,GEORGIA,1302820,Henry County,04214,EXCEL Academy,130282004214,130282004214,1,0,2
GA,GEORGIA,1302880,Houston County,01222,Perry High School,130288001222,130288001222,3,3,32
GA,GEORGIA,1302880,Houston County,01230,Northside High School,130288001230,130288001230,2,2,30
GA,GEORGIA,1302880,Houston County,01240,Warner Robins High School,130288001240,130288001240,2,2,28
GA,GEORGIA,1302880,Houston County,02179,Houston County High School,130288002179,130288002179,3,3,86
GA,GEORGIA,1302880,Houston County,03969,Veterans High School,130288003969,130288003969,2,2,42
GA,GEORGIA,1302910,Irwin County,01246,Irwin County High School,130291001246,130291001246,1,1,22
GA,GEORGIA,1302940,Jackson County,02134,Jackson County High School,130294002134,130294002134,4,4,84
GA,GEORGIA,1302940,Jackson County,03421,East Jackson Comprehensive High School,130294003421,130294003421,1,1,14
GA,GEORGIA,1302970,Jasper County,03423,Jasper County High School,130297003423,130297003423,1,1,16
GA,GEORGIA,1303000,Jeff Davis County,01259,Jeff Davis High School,130300001259,130300001259,3,3,22
GA,GEORGIA,1303030,Jefferson City,01260,Jefferson High School,130303001260,130303001260,1,1,32
GA,GEORGIA,1303060,Jefferson County,01291,Jefferson County High School,130306001291,130306001291,2,2,34
GA,GEORGIA,1303150,Jones County,01279,Jones County High School,130315001279,130315001279,3,2,16
GA,GEORGIA,1303210,Lamar County,01294,Lamar County High School,130321001294,130321001294,1,0,4
GA,GEORGIA,1303270,Lee County,00057,Lee County High School,130327000057,130327000057,1,1,44
GA,GEORGIA,1303300,Liberty County,01303,Bradwell Institute,130330001303,130330001303,1,1,10
GA,GEORGIA,1303300,Liberty County,02182,Liberty County High School,130330002182,130330002182,1,1,10
GA,GEORGIA,1303330,Lincoln County Schools,02408,Lincoln County High School,130333002408,130333002408,2,1,4
GA,GEORGIA,1303390,Lowndes County,01310,Lowndes High School,130339001310,130339001310,1,1,24
GA,GEORGIA,1303420,Lumpkin County,02505,Lumpkin County High School,130342002505,130342002505,2,1,26
GA,GEORGIA,1303450,Macon County,01322,Macon County High School,130345001322,130345001322,1,0,10
GA,GEORGIA,1303480,Madison County,01333,Madison County High School,130348001333,130348001333,2,0,4
GA,GEORGIA,1303510,Marietta City,01342,Marietta High School,130351001342,130351001342,3,3,52
GA,GEORGIA,1303570,McDuffie County,02183,Thomson High School,130357002183,130357002183,1,1,18
GA,GEORGIA,1303630,Meriwether County,01362,Manchester High School,130363001362,130363001362,2,2,14
GA,GEORGIA,1303720,Monroe County,01373,Mary Persons High School,130372001373,130372001373,1,1,20
GA,GEORGIA,1303780,Morgan County,01378,Morgan County High School,130378001378,130378001378,6,6,44
GA,GEORGIA,1303870,Muscogee County,01387,Shaw High School,130387001387,130387001387,2,2,40
GA,GEORGIA,1303870,Muscogee County,01406,Columbus High School,130387001406,130387001406,8,8,74
GA,GEORGIA,1303870,Muscogee County,01418,Spencer High School,130387001418,130387001418,1,1,18
GA,GEORGIA,1303870,Muscogee County,01439,Carver High School,130387001439,130387001439,2,2,16
GA,GEORGIA,1303870,Muscogee County,02583,Northside High School,130387002583,130387002583,7,4,56
GA,GEORGIA,1303870,Muscogee County,03636,Early College Academy of Columbus at Waverly Terrace,130387003636,130387003636,2,2,4
GA,GEORGIA,1303930,Newton County,01023,Eastside High School,130393001023,130393001023,7,7,42
GA,GEORGIA,1303930,Newton County,01454,Newton High School,130393001454,130393001454,7,7,42
GA,GEORGIA,1303930,Newton County,03436,Alcovy High School,130393003436,130393003436,5,5,44
GA,GEORGIA,1303930,Newton County,04096,Newton College and Career Academy,130393004096,130393004096,6,6,62
GA,GEORGIA,1303960,Oconee County,00148,Oconee County High School,130396000148,130396000148,4,4,56
GA,GEORGIA,1303960,Oconee County,03437,North Oconee High School,130396003437,130396003437,7,7,94
GA,GEORGIA,1303990,Oglethorpe County,01468,Oglethorpe County High School,130399001468,130399001468,1,0,0
GA,GEORGIA,1304020,Paulding County,01471,Paulding County High School,130402001471,130402001471,2,2,38
GA,GEORGIA,1304020,Paulding County,02188,East Paulding High School,130402002188,130402002188,1,1,30
GA,GEORGIA,1304020,Paulding County,03438,South Paulding High School,130402003438,130402003438,1,1,10
GA,GEORGIA,1304020,Paulding County,03625,North Paulding High School,130402003625,130402003625,1,1,14
GA,GEORGIA,1304050,Peach County,01483,Peach County High School,130405001483,130405001483,2,0,2
GA,GEORGIA,1304110,Pickens County Schools,02276,Pickens County High School,130411002276,130411002276,4,4,36
GA,GEORGIA,1304170,Pike County,00546,Pike County High School,130417000546,130417000546,1,1,34
GA,GEORGIA,1304200,Polk County,01509,Rockmart High School,130420001509,130420001509,2,2,16
GA,GEORGIA,1304200,Polk County,01510,Cedartown High School,130420001510,130420001510,1,1,20
GA,GEORGIA,1304220,Pulaski County,01514,Hawkinsville High School,130422001514,130422001514,1,1,2
GA,GEORGIA,1304260,Putnam County,03882,Putnam County High School,130426003882,130426003882,1,1,10
GA,GEORGIA,1304320,Rabun County,01520,Rabun County High School,130432001520,130432001520,2,2,10
GA,GEORGIA,1304380,Richmond County,01528,Academy of Richmond County High School,130438001528,130438001528,1,1,4
GA,GEORGIA,1304380,Richmond County,01534,Johnson Magnet,130438001534,130438001534,2,2,44
GA,GEORGIA,1304380,Richmond County,01542,Westside High School,130438001542,130438001542,9,5,82
GA,GEORGIA,1304380,Richmond County,01549,Hephzibah High School,130438001549,130438001549,1,1,16
GA,GEORGIA,1304380,Richmond County,01562,Butler High School,130438001562,130438001562,1,1,14
GA,GEORGIA,1304380,Richmond County,01567,Davidson Magnet School,130438001567,130438001567,2,2,14
GA,GEORGIA,1304380,Richmond County,01573,Laney High School,130438001573,130438001573,1,1,4
GA,GEORGIA,1304380,Richmond County,02339,Cross Creek High School,130438002339,130438002339,2,1,18
GA,GEORGIA,1304410,Rockdale County,01583,Rockdale County High School,130441001583,130441001583,9,8,116
GA,GEORGIA,1304410,Rockdale County,01591,Heritage High School,130441001591,130441001591,3,3,54
GA,GEORGIA,1304410,Rockdale County,02193,Salem High School,130441002193,130441002193,1,1,20
GA,GEORGIA,1304440,Rome City,00028,Rome High School,130444000028,130444000028,3,3,58
GA,GEORGIA,1304500,Screven County,01611,Screven County High School,130450001611,130450001611,1,1,16
GA,GEORGIA,1304530,Seminole County,01391,Seminole County Middle/High School,130453001391,130453001391,1,1,10
GA,GEORGIA,1304560,Stephens County,01619,Stephens County High School,130456001619,130456001619,1,1,10
GA,GEORGIA,1304620,Sumter County,00001,Americus Sumter High School (Old Americus-Sumter HS S),130462000001,130462000001,4,1,16
GA,GEORGIA,1304770,Tattnall County,00780,Tattnall County High School,130477000780,130477000780,1,1,12
GA,GEORGIA,1304830,Telfair County,02442,Telfair County High School,130483002442,130483002442,6,2,18
GA,GEORGIA,1304890,Thomas County,02146,Thomas County Central High School,130489002146,130489002146,2,2,10
GA,GEORGIA,1304950,Thomasville City,01673,Thomasville High School,130495001673,130495001673,3,2,8
GA,GEORGIA,1304980,Tift County,02282,Tift County High School,130498002282,130498002282,5,2,22
GA,GEORGIA,1305040,Toombs County,01693,Toombs County High School,130504001693,130504001693,2,2,2
GA,GEORGIA,1305070,Towns County,02999,Towns County High School,130507002999,130507002999,4,4,40
GA,GEORGIA,1305130,Trion City,02467,Trion High School,130513002467,130513002467,1,1,14
GA,GEORGIA,1305190,Turner County,01712,Turner County High School,130519001712,130519001712,1,1,8
GA,GEORGIA,1305250,Union County,01720,Union County High School,130525001720,130525001720,4,4,26
GA,GEORGIA,1305280,Thomaston-Upson County,01724,Upson-Lee High School,130528001724,130528001724,1,0,2
GA,GEORGIA,1305310,Valdosta City,01732,Valdosta High School,130531001732,130531001732,4,4,28
GA,GEORGIA,1305340,Vidalia City,01739,Vidalia Comprehensive High School,130534001739,130534001739,2,2,22
GA,GEORGIA,1305370,Walker County,02286,LaFayette High School,130537002286,130537002286,2,2,40
GA,GEORGIA,1305390,Walton County,01772,Monroe Area High School,130539001772,130539001772,1,1,18
GA,GEORGIA,1305390,Walton County,02288,Loganville High School,130539002288,130539002288,2,2,62
GA,GEORGIA,1305390,Walton County,03901,Walnut Grove High School,130539003901,130539003901,1,1,18
GA,GEORGIA,1305460,Warren County,01782,Warren County High School,130546001782,130546001782,1,1,4
GA,GEORGIA,1305490,Washington County,01788,Washington County High School,130549001788,130549001788,1,1,6
GA,GEORGIA,1305550,Wayne County,01800,Wayne County High School,130555001800,130555001800,2,2,38
GA,GEORGIA,1305700,Whitfield County,01818,Southeast Whitfield County High School,130570001818,130570001818,2,1,28
GA,GEORGIA,1305700,Whitfield County,01819,Northwest Whitfield County High School,130570001819,130570001819,1,1,22
GA,GEORGIA,1305700,Whitfield County,04053,Coahulla Creek High School,130570004053,130570004053,1,1,10
GA,GEORGIA,1305760,Wilkes County,03852,Washington-Wilkes Comprehensive High School,130576003852,130576003852,1,1,8
HI,HAWAII,1500030,Hawaii Department of Education,00007,Kahuku High & Intermediate School,150003000007,150003000007,2,2,38
HI,HAWAII,1500030,Hawaii Department of Education,00009,Kailua High School,150003000009,150003000009,1,1,8
HI,HAWAII,1500030,Hawaii Department of Education,00012,Kalaheo High School,150003000012,150003000012,1,1,30
HI,HAWAII,1500030,Hawaii Department of Education,00029,Hilo High School,150003000029,150003000029,1,1,20
HI,HAWAII,1500030,Hawaii Department of Education,00034,Honokaa High & Intermediate School,150003000034,150003000034,2,2,6
HI,HAWAII,1500030,Hawaii Department of Education,00043,Kohala High School,150003000043,150003000043,1,1,8
HI,HAWAII,1500030,Hawaii Department of Education,00045,Konawaena High School,150003000045,150003000045,1,1,8
HI,HAWAII,1500030,Hawaii Department of Education,00050,Pahoa High & Intermediate School,150003000050,150003000050,1,1,10
HI,HAWAII,1500030,Hawaii Department of Education,00052,Waiakea High School,150003000052,150003000052,1,1,20
HI,HAWAII,1500030,Hawaii Department of Education,00056,Henry Perrine Baldwin High School,150003000056,150003000056,1,1,2
HI,HAWAII,1500030,Hawaii Department of Education,00069,Lahainaluna High School,150003000069,150003000069,1,1,2
HI,HAWAII,1500030,Hawaii Department of Education,00073,Maui High School,150003000073,150003000073,2,2,24
HI,HAWAII,1500030,Hawaii Department of Education,00075,Molokai High School,150003000075,150003000075,2,2,12
HI,HAWAII,1500030,Hawaii Department of Education,00086,Kauai High School,150003000086,150003000086,1,1,24
HI,HAWAII,1500030,Hawaii Department of Education,00100,Castle High School,150003000100,150003000100,1,1,6
HI,HAWAII,1500030,Hawaii Department of Education,00102,Mililani High School,150003000102,150003000102,6,6,104
HI,HAWAII,1500030,Hawaii Department of Education,00103,Moanalua High School,150003000103,150003000103,5,5,112
HI,HAWAII,1500030,Hawaii Department of Education,00108,Leilehua High School,150003000108,150003000108,2,2,34
HI,HAWAII,1500030,Hawaii Department of Education,00110,Waianae High School,150003000110,150003000110,2,2,42
HI,HAWAII,1500030,Hawaii Department of Education,00114,Pearl City High School,150003000114,150003000114,1,1,18
HI,HAWAII,1500030,Hawaii Department of Education,00117,Nanakuli High & Intermediate School,150003000117,150003000117,1,1,8
HI,HAWAII,1500030,Hawaii Department of Education,00134,James Campbell High School,150003000134,150003000134,6,6,218
HI,HAWAII,1500030,Hawaii Department of Education,00141,Waialua High & Intermediate School,150003000141,150003000141,1,1,2
HI,HAWAII,1500030,Hawaii Department of Education,00150,Admiral Arthur W Radford High School,150003000150,150003000150,3,3,52
HI,HAWAII,1500030,Hawaii Department of Education,00161,Waipahu High School,150003000161,150003000161,4,4,80
HI,HAWAII,1500030,Hawaii Department of Education,00163,Kalani High School,150003000163,150003000163,3,3,88
HI,HAWAII,1500030,Hawaii Department of Education,00177,Aiea High School,150003000177,150003000177,1,1,12
HI,HAWAII,1500030,Hawaii Department of Education,00186,President Theodore Roosevelt High School,150003000186,150003000186,2,2,42
HI,HAWAII,1500030,Hawaii Department of Education,00193,President William McKinley High School,150003000193,150003000193,1,0,20
HI,HAWAII,1500030,Hawaii Department of Education,00221,Governor Wallace Rider Farrington High School,150003000221,150003000221,1,0,6
HI,HAWAII,1500030,Hawaii Department of Education,00228,Henry J Kaiser High School,150003000228,150003000228,1,1,38
HI,HAWAII,1500030,Hawaii Department of Education,00251,King Kekaulike High School,150003000251,150003000251,1,1,24
HI,HAWAII,1500030,Hawaii Department of Education,00254,Kealakehe High School,150003000254,150003000254,1,1,22
HI,HAWAII,1500030,Hawaii Department of Education,00260,Keaau High School,150003000260,150003000260,1,1,18
HI,HAWAII,1500030,Hawaii Department of Education,00261,Kapolei High School,150003000261,150003000261,3,3,68
HI,HAWAII,1500030,Hawaii Department of Education,00279,Kihei Charter School,150003000279,150003000279,1,1,4
HI,HAWAII,1500030,Hawaii Department of Education,00282,Hawaii Academy of Arts & Science PCS,150003000282,150003000282,1,0,0
HI,HAWAII,1500030,Hawaii Department of Education,00295,Hawaii Technology Academy - PCS,150003000295,150003000295,1,1,8
ID,IDAHO,1600001,WEST BONNER COUNTY DISTRICT,00084,PRIEST RIVER LAMANNA HIGH,160000100084,160000100084,2,2,28
ID,IDAHO,1600002,LAKE PEND OREILLE SCHOOL DISTRICT,00087,SANDPOINT HIGH SCHOOL,160000200087,160000200087,1,1,22
ID,IDAHO,1600003,VICTORY CHARTER SCHOOL INC.,00858,VICTORY CHARTER SCHOOL,160000300858,160000300858,1,1,6
ID,IDAHO,1600004,IDAHO VIRTUAL ACADEMY INC.,00859,IDAHO VIRTUAL ACADEMY,160000400859,160000400859,1,1,14
ID,IDAHO,1600007,COMPASS PUBLIC CHARTER SCHOOL INC.,01074,COMPASS PUBLIC CHARTER SCHOOL JR/SR HIGH,160000701074,160000701074,1,1,12
ID,IDAHO,1600009,TROY SCHOOL DISTRICT,00582,TROY JR/SR HIGH SCHOOL,160000900582,160000900582,1,1,10
ID,IDAHO,1600011,INSPIRE ACADEMICS INC.,00866,INSPIRE VIRTUAL CHARTER SCHOOL,160001100866,160001100866,4,4,2
ID,IDAHO,1600012,LIBERTY CHARTER SCHOOL INC.,00867,LIBERTY CHARTER SCHOOL,160001200867,160001200867,1,1,2
ID,IDAHO,1600015,TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL INC.,00892,TAYLORS CROSSING CHARTER SCHOOL,160001500892,160001500892,1,1,6
ID,IDAHO,1600030,ABERDEEN DISTRICT,00002,ABERDEEN HIGH SCHOOL,160003000002,160003000002,2,1,16
ID,IDAHO,1600060,AMERICAN FALLS JOINT DISTRICT,00003,AMERICAN FALLS HIGH SCHOOL,160006000003,160006000003,5,5,154
ID,IDAHO,1600140,XAVIER CHARTER SCHOOL INC.,00949,XAVIER CHARTER SCHOOL,160014000949,160014000949,1,1,6
ID,IDAHO,1600141,VISION CHARTER SCHOOL INC.,00942,VISION CHARTER SCHOOL,160014100942,160014100942,1,1,18
ID,IDAHO,1600143,NORTH VALLEY ACADEMY INC.,00968,NORTH VALLEY ACADEMY,160014300968,160014300968,1,1,2
ID,IDAHO,1600160,NORTH IDAHO STEM CHARTER ACADEMY INC.,01020,NORTH IDAHO STEM CHARTER ACADEMY,160016001020,160016001020,4,4,14
ID,IDAHO,1600170,UPPER CARMEN PUBLIC CHARTER SCHOOL INC.,01083,UPPER CARMEN CHARTER HIGH SCHOOL,160017001083,160017001083,1,1,4
ID,IDAHO,1600172,IDAHO DISTANCE EDUCATION ACADEMY INC.,00846,IDAHO DISTANCE EDUCATION ACADEMY,160017200846,160017200846,1,1,2
ID,IDAHO,1600173,COEUR D'ALENE CHARTER ACADEMY INC.,00765,COEUR D'ALENE CHARTER ACADEMY SCHOOL,160017300765,160017300765,1,1,12
ID,IDAHO,1600174,NORTH STAR CHARTER SCHOOL INC.,00803,NORTH STAR CHARTER SCHOOL,160017400803,160017400803,1,1,10
ID,IDAHO,1600180,BASIN SCHOOL DISTRICT,00350,IDAHO CITY HIGH SCHOOL,160018000350,160018000350,1,1,6
ID,IDAHO,1600270,BLACKFOOT DISTRICT,00022,BLACKFOOT HIGH SCHOOL,160027000022,160027000022,3,1,64
ID,IDAHO,1600300,BLAINE COUNTY DISTRICT,00038,WOOD RIVER HIGH SCHOOL,160030000038,160030000038,6,6,50
ID,IDAHO,1600360,BOISE INDEPENDENT DISTRICT,00044,BOISE SENIOR HIGH SCHOOL,160036000044,160036000044,19,19,424
ID,IDAHO,1600360,BOISE INDEPENDENT DISTRICT,00045,BORAH SENIOR HIGH SCHOOL,160036000045,160036000045,3,3,222
ID,IDAHO,1600360,BOISE INDEPENDENT DISTRICT,00047,CAPITAL SENIOR HIGH SCHOOL,160036000047,160036000047,4,4,260
ID,IDAHO,1600360,BOISE INDEPENDENT DISTRICT,00643,TIMBERLINE HIGH SCHOOL,160036000643,160036000643,14,14,438
ID,IDAHO,1600420,BOUNDARY COUNTY DISTRICT,00089,BONNERS FERRY HIGH SCHOOL,160042000089,160042000089,4,3,52
ID,IDAHO,1600490,BUTTE COUNTY JOINT DISTRICT,00008,BUTTE COUNTY MIDDLE/HIGH SCHOOL,160049000008,160049000008,1,1,6
ID,IDAHO,1600510,CALDWELL DISTRICT,00104,CALDWELL SENIOR HIGH SCHOOL,160051000104,160051000104,4,4,110
ID,IDAHO,1600600,VALLIVUE SCHOOL DISTRICT,00118,VALLIVUE HIGH SCHOOL,160060000118,160060000118,1,1,12
ID,IDAHO,1600600,VALLIVUE SCHOOL DISTRICT,00839,THOMAS JEFFERSON CHARTER,160060000839,160060000839,1,1,6
ID,IDAHO,1600600,VALLIVUE SCHOOL DISTRICT,01078,RIDGEVUE HIGH SCHOOL,160060001078,160060001078,2,2,28
ID,IDAHO,1600660,CASSIA COUNTY JOINT DISTRICT,00124,BURLEY SENIOR HIGH SCHOOL,160066000124,160066000124,2,2,10
ID,IDAHO,1600660,CASSIA COUNTY JOINT DISTRICT,00127,DECLO SENIOR HIGH SCHOOL,160066000127,160066000127,1,0,8
ID,IDAHO,1600720,CHALLIS JOINT DISTRICT,00140,CHALLIS JR/SR HIGH SCHOOL,160072000140,160072000140,1,1,18
ID,IDAHO,1600750,CLARK COUNTY DISTRICT,00144,CLARK COUNTY JR/SR HIGH SCHOOL,160075000144,160075000144,1,1,8
ID,IDAHO,1600780,COEUR D'ALENE DISTRICT,00149,COEUR D'ALENE HIGH SCHOOL,160078000149,160078000149,3,3,52
ID,IDAHO,1600780,COEUR D'ALENE DISTRICT,00291,LAKE CITY HIGH SCHOOL,160078000291,160078000291,3,3,48
ID,IDAHO,1600810,COTTONWOOD JOINT DISTRICT,00161,PRAIRIE JR/SR HIGH SCHOOL,160081000161,160081000161,1,1,2
ID,IDAHO,1600815,PLUMMER-WORLEY JOINT DISTRICT,00720,LAKESIDE HIGH SCHOOL,160081500720,160081500720,1,1,0
ID,IDAHO,1600840,COUNCIL DISTRICT,00163,COUNCIL JR/SR HIGH SCHOOL,160084000163,160084000163,2,1,2
ID,IDAHO,1600960,PRESTON JOINT DISTRICT,00182,PRESTON HIGH SCHOOL,160096000182,160096000182,1,1,10
ID,IDAHO,1601020,EMMETT INDEPENDENT DISTRICT,00187,EMMETT HIGH SCHOOL,160102000187,160102000187,1,1,6
ID,IDAHO,1601050,FILER DISTRICT,00194,FILER HIGH SCHOOL,160105000194,160105000194,1,1,22
ID,IDAHO,1601080,FIRTH DISTRICT,00198,FIRTH HIGH SCHOOL,160108000198,160108000198,1,1,12
ID,IDAHO,1601110,FREMONT COUNTY JOINT DISTRICT,00205,SOUTH FREMONT HIGH SCHOOL,160111000205,160111000205,1,1,18
ID,IDAHO,1601140,FRUITLAND DISTRICT,00212,FRUITLAND HIGH SCHOOL,160114000212,160114000212,1,1,4
ID,IDAHO,1601170,GARDEN VALLEY DISTRICT,00830,GARDEN VALLEY SCHOOL,160117000830,160117000830,1,1,14
ID,IDAHO,1601200,GENESEE JOINT DISTRICT,00845,GENESEE SCHOOL,160120000845,160120000845,1,1,10
ID,IDAHO,1601230,GLENNS FERRY JOINT DISTRICT,00220,GLENNS FERRY HIGH SCHOOL,160123000220,160123000220,1,0,8
ID,IDAHO,1601260,GOODING JOINT DISTRICT,00224,GOODING HIGH SCHOOL,160126000224,160126000224,1,1,12
ID,IDAHO,1601290,GRACE JOINT DISTRICT,00742,GRACE JR/SR HIGH SCHOOL,160129000742,160129000742,2,2,20
ID,IDAHO,1601440,HIGHLAND JOINT DISTRICT,00849,HIGHLAND SCHOOL,160144000849,160144000849,1,1,2
ID,IDAHO,1601470,HOMEDALE JOINT DISTRICT,00248,HOMEDALE HIGH SCHOOL,160147000248,160147000248,1,1,12
ID,IDAHO,1601500,HORSESHOE BEND SCHOOL DISTRICT,00831,HORSESHOE BEND MIDDLE/SR HIGH,160150000831,160150000831,1,1,10
ID,IDAHO,1601530,IDAHO FALLS DISTRICT,00262,IDAHO FALLS SENIOR HIGH SCHOOL,160153000262,160153000262,4,4,46
ID,IDAHO,1601530,IDAHO FALLS DISTRICT,00268,SKYLINE SENIOR HIGH SCHOOL,160153000268,160153000268,3,3,48
ID,IDAHO,1601530,IDAHO FALLS DISTRICT,01043,COMPASS ACADEMY,160153001043,160153001043,2,2,18
ID,IDAHO,1601570,JEFFERSON COUNTY JOINT DISTRICT,00277,RIGBY HIGH SCHOOL,160157000277,160157000277,3,3,36
ID,IDAHO,1601590,JEROME JOINT DISTRICT,00284,JEROME HIGH SCHOOL,160159000284,160159000284,2,2,20
ID,IDAHO,1601620,KAMIAH JOINT DISTRICT,00457,KAMIAH HIGH SCHOOL,160162000457,160162000457,1,1,2
ID,IDAHO,1601650,KELLOGG JOINT DISTRICT,00293,KELLOGG HIGH SCHOOL,160165000293,160165000293,1,1,2
ID,IDAHO,1601710,KIMBERLY DISTRICT,00635,KIMBERLY HIGH SCHOOL,160171000635,160171000635,1,1,22
ID,IDAHO,1601770,KUNA JOINT DISTRICT,00307,KUNA HIGH SCHOOL,160177000307,160177000307,2,2,104
ID,IDAHO,1601800,LAKELAND DISTRICT,00311,LAKELAND SENIOR HIGH SCHOOL,160180000311,160180000311,2,2,4
ID,IDAHO,1601800,LAKELAND DISTRICT,00437,MOUNTAINVIEW ALTERNATIVE HIGH SCHOOL,160180000437,160180000437,1,1,2
ID,IDAHO,1601800,LAKELAND DISTRICT,00843,TIMBERLAKE SENIOR HIGH SCHOOL,160180000843,160180000843,2,2,4
ID,IDAHO,1601860,LEWISTON INDEPENDENT DISTRICT,00323,LEWISTON HIGH SCHOOL,160186000323,160186000323,5,1,48
ID,IDAHO,1601920,MADISON DISTRICT,00341,MADISON SENIOR HIGH SCHOOL,160192000341,160192000341,9,9,150
ID,IDAHO,1601950,MARSH VALLEY JOINT DISTRICT,00347,MARSH VALLEY HIGH SCHOOL,160195000347,160195000347,4,4,92
