LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG2,SCH_MATHCERT_ALG2,NCESSCH,Total_Alg2_enroll_students
CA,CALIFORNIA,0637500,South Pasadena Unified,06338,South Pasadena Senior High,063750006338,10,10,063750006338,316
CA,CALIFORNIA,0637530,South San Francisco Unified,06342,El Camino High,063753006342,6,4,063753006342,112
CA,CALIFORNIA,0637530,South San Francisco Unified,06352,South San Francisco High,063753006352,7,7,063753006352,125
CA,CALIFORNIA,0637620,Southern Kern Unified,02045,Abraham Lincoln Alternative,063762002045,3,1,063762002045,5
CA,CALIFORNIA,0637620,Southern Kern Unified,06374,Rosamond High Early College Campus,063762006374,8,2,063762006374,108
CA,CALIFORNIA,0637630,Southern Trinity Joint Unified,06377,Southern Trinity High,063763006377,1,1,063763006377,4
CA,CALIFORNIA,0637830,Saint Helena Unified,06387,Saint Helena High,063783006387,4,4,063783006387,78
CA,CALIFORNIA,0638010,Stockton Unified,11422,Cesar Chavez High,063801011422,2,2,063801011422,5
CA,CALIFORNIA,0638070,Stony Creek Joint Unified,06441,Elk Creek Junior-Senior High,063807006441,1,1,063807006441,6
CA,CALIFORNIA,0638070,Stony Creek Joint Unified,09644,Bidwell Point High (Continuation),063807009644,2,1,063807009644,3
CA,CALIFORNIA,0638280,Summerville Union High,06452,Summerville High,063828006452,4,4,063828006452,51
CA,CALIFORNIA,0638280,Summerville Union High,10706,Mountain High,063828010706,1,1,063828010706,2
CA,CALIFORNIA,0638280,Summerville Union High,10707,Connections Visual and Performing Arts Academy,063828010707,5,5,063828010707,50
CA,CALIFORNIA,0638610,Sutter Union High,06473,Sutter High,063861006473,6,5,063861006473,127
CA,CALIFORNIA,0638640,Sweetwater Union High,01223,Eastlake High,063864001223,57,16,063864001223,788
CA,CALIFORNIA,0638640,Sweetwater Union High,06475,Bonita Vista Senior High,063864006475,45,10,063864006475,589
CA,CALIFORNIA,0638640,Sweetwater Union High,06477,Castle Park Senior High,063864006477,36,11,063864006477,387
CA,CALIFORNIA,0638640,Sweetwater Union High,06479,Chula Vista Senior High,063864006479,64,16,063864006479,718
CA,CALIFORNIA,0638640,Sweetwater Union High,06484,Hilltop Senior High,063864006484,43,6,063864006484,557
CA,CALIFORNIA,0638640,Sweetwater Union High,06486,Mar Vista Senior High,063864006486,34,9,063864006486,439
CA,CALIFORNIA,0638640,Sweetwater Union High,06488,Montgomery Senior High,063864006488,31,10,063864006488,366
CA,CALIFORNIA,0638640,Sweetwater Union High,06490,Palomar High,063864006490,5,3,063864006490,57
CA,CALIFORNIA,0638640,Sweetwater Union High,06492,Southwest Senior High,063864006492,55,12,063864006492,521
CA,CALIFORNIA,0638640,Sweetwater Union High,06495,Sweetwater High,063864006495,57,15,063864006495,796
CA,CALIFORNIA,0638640,Sweetwater Union High,07709,Options Secondary,063864007709,4,1,063864007709,21
CA,CALIFORNIA,0638640,Sweetwater Union High,10642,San Ysidro High,063864010642,46,9,063864010642,613
CA,CALIFORNIA,0638640,Sweetwater Union High,11264,Otay Ranch Senior High,063864011264,50,11,063864011264,667
CA,CALIFORNIA,0638640,Sweetwater Union High,11768,Olympian High,063864011768,60,15,063864011768,635
CA,CALIFORNIA,0638730,Taft Union High,06511,Taft Union High,063873006511,6,6,063873006511,131
CA,CALIFORNIA,0638790,Tamalpais Union High,06523,Redwood High,063879006523,17,17,063879006523,399
CA,CALIFORNIA,0638790,Tamalpais Union High,06524,San Andreas High (Continuation),063879006524,3,3,063879006524,24
CA,CALIFORNIA,0638790,Tamalpais Union High,06525,Sir Francis Drake High,063879006525,12,12,063879006525,311
CA,CALIFORNIA,0638790,Tamalpais Union High,06526,Tamalpais High,063879006526,13,13,063879006526,350
CA,CALIFORNIA,0638790,Tamalpais Union High,10109,Tamiscal High (Alternative),063879010109,3,3,063879010109,37
CA,CALIFORNIA,0638880,Tehachapi Unified,06529,Tehachapi High,063888006529,4,4,063888006529,91
CA,CALIFORNIA,0638880,Tehachapi Unified,07886,Monroe High (Continuation),063888007886,1,1,063888007886,11
CA,CALIFORNIA,0638980,Temple City Unified,06540,Temple City High,063898006540,13,13,063898006540,422
CA,CALIFORNIA,0639000,Templeton Unified,06542,Templeton High,063900006542,3,3,063900006542,120
CA,CALIFORNIA,0639000,Templeton Unified,07776,Templeton Independent Study High,063900007776,1,1,063900007776,21
CA,CALIFORNIA,0639420,Torrance Unified,06568,North High,063942006568,46,46,063942006568,405
CA,CALIFORNIA,0639420,Torrance Unified,06572,Shery (Kurt T.) High (Continuation),063942006572,3,3,063942006572,4
CA,CALIFORNIA,0639420,Torrance Unified,06573,South High,063942006573,39,39,063942006573,402
CA,CALIFORNIA,0639420,Torrance Unified,06576,Torrance High,063942006576,40,40,063942006576,425
CA,CALIFORNIA,0639420,Torrance Unified,06580,West High,063942006580,53,53,063942006580,526
CA,CALIFORNIA,0639630,Travis Unified,06600,Vanden High,063963006600,9,9,063963006600,308
CA,CALIFORNIA,0639840,Trona Joint Unified,06609,Trona High,063984006609,1,1,063984006609,16
CA,CALIFORNIA,0639930,Tulare Joint Union High,06619,Tulare Union High,063993006619,10,10,063993006619,233
CA,CALIFORNIA,0639930,Tulare Joint Union High,06620,Tulare Western High,063993006620,13,13,063993006620,356
CA,CALIFORNIA,0639930,Tulare Joint Union High,12084,Mission Oak High,063993012084,10,10,063993012084,293
CA,CALIFORNIA,0639930,Tulare Joint Union High,99999,Sierra Vista Charter High School,063993099999,1,1,063993099999,5
CA,CALIFORNIA,0639940,Tulelake Basin Joint Unified,06623,Tulelake High,063994006623,1,1,063994006623,17
CA,CALIFORNIA,0640150,Tustin Unified,06638,Foothill High,064015006638,4,4,064015006638,102
CA,CALIFORNIA,0640150,Tustin Unified,06647,Tustin High,064015006647,4,4,064015006647,123
CA,CALIFORNIA,0640150,Tustin Unified,10994,Arnold O. Beckman High,064015010994,6,6,064015010994,201
CA,CALIFORNIA,0640230,Twin Hills Union Elementary,08651,Orchard View,064023008651,1,1,064023008651,1
CA,CALIFORNIA,0640300,Ukiah Unified,06665,Ukiah High,064030006665,5,0,064030006665,157
CA,CALIFORNIA,0640300,Ukiah Unified,13714,Ukiah Independent Study Academy,064030013714,3,0,064030013714,7
CA,CALIFORNIA,0640590,Vacaville Unified,02846,Elise P. Buckingham Charter Magnet High,064059002846,4,1,064059002846,99
CA,CALIFORNIA,0640590,Vacaville Unified,06709,Vacaville High,064059006709,12,12,064059006709,98
CA,CALIFORNIA,0640590,Vacaville Unified,09648,Will C. Wood High,064059009648,10,10,064059009648,326
CA,CALIFORNIA,0640590,Vacaville Unified,14015,Ernest Kimme Charter Academy for Independent Learning,064059014015,8,0,064059014015,19
CA,CALIFORNIA,0640740,Vallejo City Unified,06734,John Finney High (Continuation),064074006734,5,5,064074006734,88
CA,CALIFORNIA,0640740,Vallejo City Unified,06739,Vallejo High,064074006739,14,14,064074006739,348
CA,CALIFORNIA,0640740,Vallejo City Unified,07861,Jesse M. Bethel High,064074007861,14,14,064074007861,351
CA,CALIFORNIA,0640740,Vallejo City Unified,11224,Farragut Academy,064074011224,2,2,064074011224,5
CA,CALIFORNIA,0640980,Ventura Unified,06748,Buena High,064098006748,6,6,064098006748,245
CA,CALIFORNIA,0640980,Ventura Unified,06768,Ventura High,064098006768,7,7,064098006768,272
CA,CALIFORNIA,0640980,Ventura Unified,08668,Foothill Technology High,064098008668,5,5,064098008668,213
CA,CALIFORNIA,0641160,Visalia Unified,06792,Golden West High,064116006792,9,9,064116006792,262
CA,CALIFORNIA,0641160,Visalia Unified,06801,Mt. Whitney High,064116006801,11,11,064116006801,263
CA,CALIFORNIA,0641160,Visalia Unified,06803,Redwood High,064116006803,13,13,064116006803,425
CA,CALIFORNIA,0641160,Visalia Unified,10703,El Diamante High,064116010703,11,11,064116010703,314
CA,CALIFORNIA,0641160,Visalia Unified,12503,Visalia Technical Early College,064116012503,4,4,064116012503,50
CA,CALIFORNIA,0641190,Vista Unified,06824,Vista High,064119006824,15,15,064119006824,339
CA,CALIFORNIA,0641190,Vista Unified,09203,Rancho Buena Vista High,064119009203,9,9,064119009203,235
CA,CALIFORNIA,0641190,Vista Unified,12341,Mission Vista High,064119012341,5,5,064119012341,164
CA,CALIFORNIA,0641190,Vista Unified,13151,Vista Visions Academy,064119013151,1,1,064119013151,2
CA,CALIFORNIA,0641280,Walnut Valley Unified,06843,Walnut High,064128006843,18,18,064128006843,533
CA,CALIFORNIA,0641280,Walnut Valley Unified,07894,Diamond Bar High,064128007894,14,14,064128007894,661
CA,CALIFORNIA,0641430,Wasco Union High,06849,Wasco High,064143006849,7,7,064143006849,250
CA,CALIFORNIA,0641580,Washington Unified,06857,River City High,064158006857,9,9,064158006857,226
CA,CALIFORNIA,0641580,Washington Unified,12111,Washington Middle College High,064158012111,1,1,064158012111,11
CA,CALIFORNIA,0642000,West Covina Unified,06886,West Covina High,064200006886,4,4,064200006886,40
CA,CALIFORNIA,0642000,West Covina Unified,12621,Edgewood High,064200012621,3,3,064200012621,90
CA,CALIFORNIA,0642140,Western Placer Unified,06897,Lincoln High,064214006897,9,9,064214006897,352
CA,CALIFORNIA,0642140,Western Placer Unified,06898,Phoenix High (Continuation),064214006898,9,9,064214006898,9
CA,CALIFORNIA,0642300,Westwood Unified,06924,Westwood High,064230006924,1,1,064230006924,3
CA,CALIFORNIA,0642350,Wheatland Union High,06930,Wheatland Union High,064235006930,5,5,064235006930,140
CA,CALIFORNIA,0642420,Whitmore Union Elementary,14159,Phoenix Charter Academy,064242014159,2,2,064242014159,26
CA,CALIFORNIA,0642480,Whittier Union High,00496,Sierra Vista High (Alternative),064248000496,2,2,064248000496,6
CA,CALIFORNIA,0642480,Whittier Union High,06950,California High,064248006950,15,15,064248006950,538
CA,CALIFORNIA,0642480,Whittier Union High,06952,La Serna High,064248006952,14,14,064248006952,506
CA,CALIFORNIA,0642480,Whittier Union High,06953,Pioneer High,064248006953,8,8,064248006953,259
CA,CALIFORNIA,0642480,Whittier Union High,06954,Santa Fe High,064248006954,16,16,064248006954,524
CA,CALIFORNIA,0642480,Whittier Union High,06955,Whittier High,064248006955,10,10,064248006955,352
CA,CALIFORNIA,0642510,William S. Hart Union High,06958,Canyon High,064251006958,6,6,064251006958,233
CA,CALIFORNIA,0642510,William S. Hart Union High,06961,Saugus High,064251006961,5,5,064251006961,180
CA,CALIFORNIA,0642510,William S. Hart Union High,08517,Academy of the Canyons,064251008517,1,1,064251008517,21
CA,CALIFORNIA,0642510,William S. Hart Union High,10912,Golden Valley High,064251010912,4,4,064251010912,172
CA,CALIFORNIA,0642540,Williams Unified,06964,Williams Junior/Senior High,064254006964,2,2,064254006964,51
CA,CALIFORNIA,0642580,Laytonville Unified,07900,Laytonville High,064258007900,1,1,064258007900,17
CA,CALIFORNIA,0642710,Willows Unified School District,06978,Willows High,064271006978,5,5,064271006978,66
CA,CALIFORNIA,0642930,Winters Joint Unified,06986,Winters High,064293006986,70,1,064293006986,70
CA,CALIFORNIA,0643080,Woodland Joint Unified,07010,Cache Creek High (Continuation),064308007010,2,2,064308007010,6
CA,CALIFORNIA,0643080,Woodland Joint Unified,07011,Woodland Senior High,064308007011,12,10,064308007011,332
CA,CALIFORNIA,0643080,Woodland Joint Unified,11380,Pioneer High,064308011380,14,12,064308011380,443
CA,CALIFORNIA,0643410,Yreka Union High,07027,Yreka High,064341007027,4,4,064341007027,97
CA,CALIFORNIA,0643470,Yuba City Unified,07041,Yuba City High,064347007041,9,6,064347007041,222
CA,CALIFORNIA,0643470,Yuba City Unified,11520,River Valley High,064347011520,5,5,064347011520,172
CA,CALIFORNIA,0643560,Yucaipa-Calimesa Joint Unified,07048,Yucaipa High,064356007048,12,12,064356007048,382
CA,CALIFORNIA,0643560,Yucaipa-Calimesa Joint Unified,11215,Green Valley Independent Study,064356011215,1,1,064356011215,1
CA,CALIFORNIA,0684500,Irvine Unified,07059,Irvine High,068450007059,10,10,068450007059,290
CA,CALIFORNIA,0684500,Irvine Unified,07067,University High,068450007067,12,12,068450007067,391
CA,CALIFORNIA,0684500,Irvine Unified,07376,Woodbridge High,068450007376,14,12,068450007376,456
CA,CALIFORNIA,0684500,Irvine Unified,08251,Northwood High,068450008251,13,13,068450008251,411
CA,CALIFORNIA,0684500,Irvine Unified,09467,Alternative Education-San Joaquin High,068450009467,1,1,068450009467,4
CA,CALIFORNIA,0684500,Irvine Unified,13995,Portola High,068450013995,4,4,068450013995,101
CA,CALIFORNIA,0691002,Butte County Office of Education,05704,Learning Community Charter,069100205704,2,2,069100205704,16
CA,CALIFORNIA,0691002,Butte County Office of Education,13783,Butte County Community - LEAD,069100213783,1,1,069100213783,4
CA,CALIFORNIA,0691002,Butte County Office of Education,14048,Come Back Butte Charter,069100214048,1,1,069100214048,1
CA,CALIFORNIA,0691006,El Dorado County Office of Education,01981,Charter Community School Home Study Academy,069100601981,7,7,069100601981,33
CA,CALIFORNIA,0691006,El Dorado County Office of Education,02957,Rite of Passage,069100602957,1,0,069100602957,6
CA,CALIFORNIA,0691007,Fresno County Office of Education,10481,Violet Heintz Education Academy,069100710481,1,1,069100710481,4
CA,CALIFORNIA,0691008,Glenn County Office of Education,08479,William Finch,069100808479,2,2,069100808479,12
CA,CALIFORNIA,0691010,Imperial County Office of Education,13814,Valley Academy,069101013814,6,6,069101013814,18
CA,CALIFORNIA,0691011,Inyo County Office of Education,13673,The Education Corps,069101113673,2,2,069101113673,22
CA,CALIFORNIA,0691011,Inyo County Office of Education,13704,College Bridge Academy,069101113704,5,5,069101113704,81
CA,CALIFORNIA,0691012,Kern County Office of Education,09226,Kern County Juvenile Court,069101209226,1,1,069101209226,4
CA,CALIFORNIA,0691017,Madera County Superintendent of Schools,07126,Gould Educational Center,069101707126,1,1,069101707126,1
CA,CALIFORNIA,0691017,Madera County Superintendent of Schools,12301,Madera County Independent Academy,069101712301,2,0,069101712301,3
CA,CALIFORNIA,0691021,Monterey County Office of Education,08529,Monterey County Home Charter,069102108529,1,1,069102108529,11
CA,CALIFORNIA,0691022,Napa County Office of Education,07574,Napa County Community,069102207574,1,1,069102207574,1
CA,CALIFORNIA,0691023,Nevada County Office of Education,11975,Bitney Prep High,069102311975,1,1,069102311975,23
CA,CALIFORNIA,0691024,Orange County Department of Education,07991,Orange County Special Education,069102407991,1,1,069102407991,6
CA,CALIFORNIA,0691024,Orange County Department of Education,09236,Access Juvenile Hall,069102409236,1,1,069102409236,1
CA,CALIFORNIA,0691024,Orange County Department of Education,10567,Access County Community,069102410567,5,5,069102410567,16
CA,CALIFORNIA,0691026,Riverside County Office of Education,07567,Riverside County Juvenile Court,069102607567,2,2,069102607567,2
CA,CALIFORNIA,0691027,Sacramento County Office of Education,11051,Palmiter Special Education,069102711051,1,1,069102711051,1
CA,CALIFORNIA,0691027,Sacramento County Office of Education,11055,El Centro Jr./Sr. High,069102711055,1,1,069102711055,1
CA,CALIFORNIA,0691028,San Benito County Office of Education,13911,Pinnacles Community,069102813911,1,1,069102813911,1
CA,CALIFORNIA,0691030,San Diego County Office of Education,12159,San Pasqual Academy,069103012159,2,1,069103012159,20
CA,CALIFORNIA,0691030,San Diego County Office of Education,12496,Monarch,069103012496,1,1,069103012496,7
CA,CALIFORNIA,0691030,San Diego County Office of Education,13682,San Diego County Community,069103013682,40,2,069103013682,150
CA,CALIFORNIA,0691030,San Diego County Office of Education,13693,San Diego County Court,069103013693,15,0,069103013693,38
CA,CALIFORNIA,0691032,San Luis Obispo County Office of Education,11281,Grizzly ChalleNGe Charter,069103211281,1,1,069103211281,1
CA,CALIFORNIA,0691033,San Mateo County Office of Education,11960,Gateway Center,069103311960,1,1,069103311960,1
CA,CALIFORNIA,0691035,Santa Clara County Office of Education,07782,Santa Clara County Community,069103507782,12,12,069103507782,20
CA,CALIFORNIA,0691036,Santa Cruz County Office of Education,09251,Santa Cruz County Court,069103609251,1,1,069103609251,1
CA,CALIFORNIA,0691036,Santa Cruz County Office of Education,10668,Santa Cruz County Community,069103610668,20,20,069103610668,53
CA,CALIFORNIA,0691041,Stanislaus County Office of Education,07887,Petersen Alternative Center for Education,069104107887,1,1,069104107887,1
CA,CALIFORNIA,0691043,Tehama County Department of Education,10699,Tehama eLearning Academy,069104310699,4,4,069104310699,6
CA,CALIFORNIA,0691045,Tulare County Office of Education,08660,La Sierra High,069104508660,1,1,069104508660,16
CA,CALIFORNIA,0691045,Tulare County Office of Education,12387,University Preparatory High,069104512387,2,2,069104512387,52
CA,CALIFORNIA,0691051,Alameda County Office of Education,06830,Alameda County Community,069105106830,2,1,069105106830,7
CA,CALIFORNIA,0691052,Mono County Office of Education,12994,Urban Corps of San Diego County Charter,069105212994,15,3,069105212994,257
CA,CALIFORNIA,0691063,Del Norte County Office of Education,08694,Castle Rock,069106308694,1,1,069106308694,2
CA,CALIFORNIA,0691078,Los Angeles County Office of Education,04580,International Polytechnic High,069107804580,12,8,069107804580,175
CA,CALIFORNIA,0691078,Los Angeles County Office of Education,08010,Renaissance County Community,069107808010,1,0,069107808010,7
CA,CALIFORNIA,0691078,Los Angeles County Office of Education,09663,L.A. County High School for the Arts,069107809663,5,2,069107809663,121
CA,CALIFORNIA,0691078,Los Angeles County Office of Education,10186,Los Angeles County Special Education,069107810186,2,2,069107810186,124
CA,CALIFORNIA,0691078,Los Angeles County Office of Education,12696,Central Juvenile Hall,069107812696,1,1,069107812696,1
CA,CALIFORNIA,0691078,Los Angeles County Office of Education,12710,Afflerbaugh-Paige Camp,069107812710,2,1,069107812710,27
CA,CALIFORNIA,0691111,San Francisco County Office of Education,09270,S.F. County Court Woodside Learning Ctr,069111109270,2,2,069111109270,2
CA,CALIFORNIA,0691122,Solano County Office of Education,10678,Solano County Community,069112210678,1,0,069112210678,1
CA,CALIFORNIA,0691134,Golden Plains Unified,10214,Tranquillity High,069113410214,6,6,069113410214,80
CA,CALIFORNIA,0691135,Val Verde Unified,10283,Rancho Verde High,069113510283,6,6,069113510283,122
CA,CALIFORNIA,0691135,Val Verde Unified,11047,Citrus Hill High,069113511047,3,3,069113511047,63
CA,CALIFORNIA,0691136,Aromas/San Juan Unified,03761,Anzar High,069113603761,2,2,069113603761,65
CA,CALIFORNIA,0691137,Big Oak Flat-Groveland Unified,10339,Tioga High,069113710339,1,1,069113710339,10
