LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCERT_GEOM,SCH_MATHCLASSES_GEOM,Total_Geomty_enroll_students
MI,MICHIGAN,2635970,Westwood Heights Schools,07205,Hamady Community High School,263597007205,263597007205,5,5,92
MI,MICHIGAN,2635970,Westwood Heights Schools,08491,Academy West Alternative Education,263597008491,263597008491,7,7,64
MI,MICHIGAN,2636060,White Cloud Public Schools,07207,White Cloud High School,263606007207,263606007207,10,15,66
MI,MICHIGAN,2636120,White Pigeon Community Schools,07210,White Pigeon JrSr High School,263612007210,263612007210,2,2,51
MI,MICHIGAN,2636240,Whitefish Township Schools,07214,Whitefish Township School,263624007214,263624007214,1,1,4
MI,MICHIGAN,2636270,Whiteford Agricultural School District of the Counties of Le,07215,Whiteford High School,263627007215,263627007215,2,4,64
MI,MICHIGAN,2636300,Whitehall District Schools,01894,White Lake Area Community Education,263630001894,263630001894,2,2,10
MI,MICHIGAN,2636300,Whitehall District Schools,07219,Whitehall Senior High School,263630007219,263630007219,12,12,195
MI,MICHIGAN,2636330,Whitmore Lake Public School District,07221,Whitmore Lake High School,263633007221,263633007221,2,2,47
MI,MICHIGAN,2636390,Whittemore-Prescott Area Schools,07223,WhittemorePrescott JrSr High School,263639007223,263639007223,3,3,60
MI,MICHIGAN,2636420,Williamston Community Schools,07718,Williamston High School,263642007718,263642007718,12,12,121
MI,MICHIGAN,2636480,Wolverine Community School District,07238,Wolverine MiddleHigh School,263648007238,263648007238,1,1,24
MI,MICHIGAN,2636485,Woodhaven-Brownstown School District,01092,Patrick Henry Middle School,263648501092,263648501092,3,3,93
MI,MICHIGAN,2636485,Woodhaven-Brownstown School District,07242,Woodhaven High School,263648507242,263648507242,14,14,348
MI,MICHIGAN,2636485,Woodhaven-Brownstown School District,08308,Maple Grove Alternative High School,263648508308,263648508308,5,5,17
MI,MICHIGAN,2636540,Wyandotte School District of the City of,07252,Roosevelt High School,263654007252,263654007252,29,29,467
MI,MICHIGAN,2636570,Wyoming Public Schools,07261,Wyoming Junior High,263657007261,263657007261,2,2,43
MI,MICHIGAN,2636570,Wyoming Public Schools,07264,Wyoming High School,263657007264,263657007264,11,13,248
MI,MICHIGAN,2636630,Ypsilanti Community Schools,08476,ACTech High School,263663008476,263663008476,1,55,55
MI,MICHIGAN,2636630,Ypsilanti Community Schools,08572,Ypsilanti STEMM Middle College,263663008572,263663008572,3,3,36
MI,MICHIGAN,2636630,Ypsilanti Community Schools,08789,ACCE,263663008789,263663008789,0,1,13
MI,MICHIGAN,2636660,Zeeland Public Schools,01316,Zeeland West High School,263666001316,263666001316,2,3,214
MI,MICHIGAN,2636660,Zeeland Public Schools,01546,Venture Academy,263666001546,263666001546,1,1,1
MI,MICHIGAN,2636660,Zeeland Public Schools,07296,Zeeland East High School,263666007296,263666007296,3,3,192
MI,MICHIGAN,2680100,Allegan Area Educational Service Agency,01097,STAR Family Literacy,268010001097,268010001097,1,1,4
MI,MICHIGAN,2680160,Berrien RESA,00465,Lighthouse Education Center,268016000465,268016000465,3,3,4
MI,MICHIGAN,2680200,Calhoun ISD,00118,Doris Klaussen Dev Center,268020000118,268020000118,4,4,4
MI,MICHIGAN,2680200,Calhoun ISD,00119,Starr Albion Prep,268020000119,268020000119,18,18,46
MI,MICHIGAN,2680200,Calhoun ISD,07803,Calhoun County Juvenile Home,268020007803,268020007803,1,1,1
MI,MICHIGAN,2680240,Charlevoix-Emmet ISD,00811,CharEm Special Education Schools,268024000811,268024000811,1,1,1
MI,MICHIGAN,2680240,Charlevoix-Emmet ISD,07895,CharEm Alternative Schools,268024007895,268024007895,7,7,19
MI,MICHIGAN,2680520,Ingham ISD,00536,Malcolm Williams School,268052000536,268052000536,2,2,5
MI,MICHIGAN,2680520,Ingham ISD,00849,SLCEvergreen,268052000849,268052000849,1,1,8
MI,MICHIGAN,2680520,Ingham ISD,01110,St Vincent Home,268052001110,268052001110,1,1,3
MI,MICHIGAN,2680540,Ionia ISD,00548,Freedom Acres School,268054000548,268054000548,2,2,2
MI,MICHIGAN,2680580,Jackson ISD,00864,Youth Home Jackson ISD,268058000864,268058000864,1,1,1
MI,MICHIGAN,2680680,Lenawee ISD,00606,Milton C Porter Ed Center,268068000606,268068000606,2,2,2
MI,MICHIGAN,2680680,Lenawee ISD,07910,Maurice Spear Campus,268068007910,268068007910,4,4,5
MI,MICHIGAN,2680680,Lenawee ISD,08144,JCCLISD Academy  A Regional Middle College,268068008144,268068008144,1,1,4
MI,MICHIGAN,2680680,Lenawee ISD,99999,Prep  Academy,268068099999,268068099999,3,3,6
MI,MICHIGAN,2680720,Macomb ISD,00620,Neil E Reid High School,268072000620,268072000620,1,6,35
MI,MICHIGAN,2680770,Mecosta-Osceola ISD,01559,Muskegon River Youth Home,268077001559,268077001559,1,1,3
MI,MICHIGAN,2680820,Monroe ISD,00941,Monroe County Youth Center,268082000941,268082000941,1,1,2
MI,MICHIGAN,2680820,Monroe ISD,08011,Monroe County Middle College,268082008011,268082008011,3,3,80
MI,MICHIGAN,2680820,Monroe ISD,08206,Monroe County ISD - Local Based Spec Ed Programs,268082008206,268082008206,0,11,53
MI,MICHIGAN,2680830,Montcalm Area ISD,01619,ISDLocal Center Programs,268083001619,268083001619,3,3,3
MI,MICHIGAN,2680880,Oakland Schools,08169,Oakland Opportunity Academy,268088008169,268088008169,6,6,61
MI,MICHIGAN,2680880,Oakland Schools,08361,Virtual Learning Academy Consortium,268088008361,268088008361,2,2,3
MI,MICHIGAN,2680900,Ottawa Area ISD,00253,Sheldon Pines School,268090000253,268090000253,0,1,1
MI,MICHIGAN,2680900,Ottawa Area ISD,02039,Juvenile Services Center,268090002039,268090002039,0,1,1
MI,MICHIGAN,2680930,Saginaw ISD,00069,MG Millet Learning Center,268093000069,268093000069,1,1,2
MI,MICHIGAN,2680930,Saginaw ISD,00258,Saginaw County Juvenile Center,268093000258,268093000258,3,3,5
MI,MICHIGAN,2680930,Saginaw ISD,01254,Michael J McGivney,268093001254,268093001254,7,7,11
MI,MICHIGAN,2680930,Saginaw ISD,08290,Great Lakes Bay Early College,268093008290,268093008290,8,8,19
MI,MICHIGAN,2680965,Sanilac ISD,01413,Sanilac ISD Special Education Services,268096501413,268096501413,1,2,2
MI,MICHIGAN,2680975,Shiawassee Regional ESD,00726,Shiawassee RESD  Student Learning Center  West,268097500726,268097500726,2,2,8
MI,MICHIGAN,2680980,Tuscola ISD,08716,Wolverine Education Center,268098008716,268098008716,10,10,20
MI,MICHIGAN,2680990,Washtenaw ISD,00277,Forest School,268099000277,268099000277,1,1,6
MI,MICHIGAN,2680990,Washtenaw ISD,01807,Washtenaw County Youth Center  Educational Programs,268099001807,268099001807,1,1,2
MI,MICHIGAN,2680990,Washtenaw ISD,08061,Early College Alliance,268099008061,268099008061,1,1,49
MI,MICHIGAN,2680990,Washtenaw ISD,08165,Washtenaw Alliance for Virtual Education,268099008165,268099008165,1,1,40
MN,MINNESOTA,2700001,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,01613,MOUNTAIN IRON-BUHL SECONDARY,270000101613,270000101613,4,4,38
MN,MINNESOTA,2700005,UNITED SOUTH CENTRAL SCHOOL DIST.,01770,UNITED SOUTH CENTRAL HIGH SCHOOL,270000501770,270000501770,2,2,49
MN,MINNESOTA,2700006,MAPLE RIVER SCHOOL DISTRICT,00888,Maple River Secondary,270000600888,270000600888,4,4,70
MN,MINNESOTA,2700007,KINGSLAND PUBLIC SCHOOL DISTRICT,01469,Kingsland Junior/Senior High School,270000701469,270000701469,2,2,38
MN,MINNESOTA,2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,00159,NORTHEAST RANGE SECONDARY,270000800159,270000800159,1,1,12
MN,MINNESOTA,2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,01514,CHERRY SECONDARY,270000801514,270000801514,1,1,26
MN,MINNESOTA,2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,04459,NORTH WOODS SECONDARY,270000804459,270000804459,2,2,29
MN,MINNESOTA,2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,04544,SOUTH RIDGE SECONDARY,270000804544,270000804544,1,1,26
MN,MINNESOTA,2700013,WATERVILLE-ELYSIAN-MORRISTOWN,01753,WATERVILLE-ELYSIAN-MORRISTOWN SR.,270001301753,270001301753,3,3,50
MN,MINNESOTA,2700014,FRESHWATER ED. DIST.,02222,FRESHWATER ED. DIST. ALC,270001402222,270001402222,0,4,28
MN,MINNESOTA,2700014,FRESHWATER ED. DIST.,03297,WHITE PINE ACADEMY,270001403297,270001403297,0,1,4
MN,MINNESOTA,2700016,RUNESTONE AREA ED. DISTRICT,02224,RUNESTONE REGIONAL LEARNING CENTER,270001602224,270001602224,1,1,9
MN,MINNESOTA,2700017,CHISAGO LAKES SCHOOL DISTRICT,00353,CHISAGO LAKES SENIOR HIGH,270001700353,270001700353,7,7,163
MN,MINNESOTA,2700019,MINNEWASKA SCHOOL DISTRICT,02298,MINNEWASKA SECONDARY,270001902298,270001902298,3,3,64
MN,MINNESOTA,2700021,EVELETH-GILBERT SCHOOL DISTRICT,00539,EVELETH-GILBERT SENIOR HIGH,270002100539,270002100539,2,2,57
MN,MINNESOTA,2700022,WADENA-DEER CREEK SCHOOL DISTRICT,01733,WADENA-DEER CREEK SENIOR HIGH,270002201733,270002201733,3,3,62
MN,MINNESOTA,2700023,BUFFALO LK-HECTOR-STEWART PUBLIC SC,00704,BUFFALO LAKE-HECTOR SECONDARY,270002300704,270002300704,2,2,34
MN,MINNESOTA,2700024,WARREN-ALVARADO-OSLO SCHOOL DIST.,01743,WARREN-ALVARADO-OSLO SECONDARY,270002401743,270002401743,1,1,20
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,02871,SOUTH EDUCATION CENTER ACADEMY,270002502871,270002502871,2,2,14
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,03655,NORTH EDUCATION CENTER ACADEMY,270002503655,270002503655,3,3,27
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,04327,INVEST HIGH SCHOOL,270002504327,270002504327,3,3,6
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,04533,HEADWAY ACADEMY,270002504533,270002504533,1,1,6
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,04603,WEST EDUCATION CENTER ALTERNATIVE,270002504603,270002504603,4,4,6
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,04618,HENNEPIN GATEWAY TO COLLEGE,270002504618,270002504618,3,3,14
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,04743,WEST HIGH SCHOOL,270002504743,270002504743,3,4,8
MN,MINNESOTA,2700025,INTERMEDIATE SCHOOL DISTRICT 287,04929,Headway Academy North,270002504929,270002504929,1,1,1
MN,MINNESOTA,2700026,INTERMEDIATE SCHOOL DISTRICT 917,02155,DAKOTA CTY. ALC,270002602155,270002602155,0,2,44
MN,MINNESOTA,2700026,INTERMEDIATE SCHOOL DISTRICT 917,04250,DCALS - NORTH,270002604250,270002604250,0,1,17
MN,MINNESOTA,2700036,WRIGHT TECHNICAL CENTER,02351,WRIGHT TECHNICAL CENTER ALC,270003602351,270003602351,1,1,19
MN,MINNESOTA,2700045,MEEKER AND WRIGHT SPECIAL EDUCATION,02961,CORNERSTONES PROGRAM,270004502961,270004502961,1,1,5
MN,MINNESOTA,2700045,MEEKER AND WRIGHT SPECIAL EDUCATION,02964,VILLAGE RANCH ALTERNATIVE PROGRAM,270004502964,270004502964,0,6,6
MN,MINNESOTA,2700045,MEEKER AND WRIGHT SPECIAL EDUCATION,03890,WINGS ALTERNATIVE PROGRAM,270004503890,270004503890,0,1,5
MN,MINNESOTA,2700045,MEEKER AND WRIGHT SPECIAL EDUCATION,05005,Sholund School for Girls,270004505005,270004505005,0,1,1
MN,MINNESOTA,2700046,SOUTHERN PLAINS EDUCATION COOP.,02369,SOUTHERN PLAINS AREA LEARNING CNTR.,270004602369,270004602369,3,3,16
MN,MINNESOTA,2700054,ZUMBRO EDUCATION DISTRICT,02492,ZUMBRO AREA LEARNING CENTER,270005402492,270005402492,1,1,12
MN,MINNESOTA,2700055,HIAWATHA VALLEY ED. DISTRICT,03149,RIVER VALLEY ACADEMY ALC,270005503149,270005503149,1,1,1
MN,MINNESOTA,2700055,HIAWATHA VALLEY ED. DISTRICT,04535,SAIL PROGRAM,270005504535,270005504535,1,1,1
MN,MINNESOTA,2700058,MN RIVER VALLEY EDUCATION DISTRICT,02245,MN RIVER VALLEY ALC-SEATBASED,270005802245,270005802245,3,3,15
MN,MINNESOTA,2700071,BENTON-STEARNS ED. DISTRICT,04581,BENTON-STEARNS EDUCATION CENTER,270007104581,270007104581,0,1,2
MN,MINNESOTA,2700083,REGION 4-LAKES COUNTRY SERVICE COOP,02417,LAKES COUNTRY YOUTH EDUC SVCS,270008302417,270008302417,3,3,25
MN,MINNESOTA,2700086,Region 6 and 8-SW/WC Service Coop,04168,Red Rock Ridge Learning Center-Setting IV/SUN,270008604168,270008604168,0,2,8
MN,MINNESOTA,2700086,Region 6 and 8-SW/WC Service Coop,04169,RED ROCK RIDGE AREA LEARNING CNTR,270008604169,270008604169,0,1,12
MN,MINNESOTA,2700088,LAKEVIEW SCHOOL DISTRICT,00408,LAKEVIEW SECONDARY,270008800408,270008800408,5,5,76
MN,MINNESOTA,2700089,NRHEG SCHOOL DISTRICT,01148,NRHEG SECONDARY,270008901148,270008901148,3,3,68
MN,MINNESOTA,2700091,MACCRAY SCHOOL DISTRICT,00365,MACCRAY SENIOR HIGH,270009100365,270009100365,2,2,47
MN,MINNESOTA,2700092,MINNESOTA NEW COUNTRY SCHOOL,02487,MINNESOTA NEW COUNTRY SCHOOL,270009202487,270009202487,0,1,25
MN,MINNESOTA,2700093,PACT CHARTER SCHOOL,03030,PACT CHARTER SECONDARY,270009303030,270009303030,3,3,56
MN,MINNESOTA,2700099,YELLOW MEDICINE EAST,03539,YELLOW MEDICINE EAST HIGH SCHOOL,270009903539,270009903539,3,3,63
MN,MINNESOTA,2700100,FILLMORE CENTRAL,00691,FILLMORE CENTRAL SENIOR HIGH,270010000691,270010000691,2,2,48
MN,MINNESOTA,2700101,NORMAN COUNTY EAST SCHOOL DISTRICT,01695,NORMAN COUNTY EAST SECONDARY,270010101695,270010101695,2,2,21
MN,MINNESOTA,2700102,SIBLEY EAST SCHOOL DISTRICT,00134,SIBLEY EAST-ARLINGTON SENIOR HIGH,270010200134,270010200134,6,6,99
MN,MINNESOTA,2700103,CLEARBROOK-GONVICK SCHOOL DISTRICT,03468,CLEARBROOK-GONVICK SECONDARY,270010303468,270010303468,2,2,36
MN,MINNESOTA,2700104,WEST CENTRAL AREA,02566,WEST CENTRAL AREA SECONDARY,270010402566,270010402566,4,4,64
MN,MINNESOTA,2700106,A.C.G.C. PUBLIC SCHOOL DISTRICT,02570,A.C.G.C. SECONDARY,270010602570,270010602570,2,2,49
MN,MINNESOTA,2700107,GREENBUSH-MIDDLE RIVER SCHOOL DIST.,00921,Greenbush-Middle River Secondary,270010700921,270010700921,1,2,27
MN,MINNESOTA,2700108,PIPESTONE AREA SCHOOL DISTRICT,01263,PIPESTONE SENIOR HIGH,270010801263,270010801263,3,3,64
MN,MINNESOTA,2700109,LONG PRAIRIE-GREY EAGLE SCHOOL DIST,00850,LONG PRAIRIE-GREY EAGLE SECONDARY SCHOOL,270010900850,270010900850,6,6,62
MN,MINNESOTA,2700110,CEDAR MOUNTAIN SCHOOL DISTRICT,01099,CEDAR MOUNTAIN SECONDARY,270011001099,270011001099,2,2,45
MN,MINNESOTA,2700115,COMMUNITY OF PEACE ACADEMY,04163,Community of Peace Academy High Sch,270011504163,270011504163,4,4,68
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03262,MTS SECONDARY SCHOOL,270011703262,270011703262,2,2,56
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03264,VIRTUAL HIGH SCHOOL,270011703264,270011703264,3,3,23
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03336,MTS PEASE ACADEMY,270011703336,270011703336,1,1,11
MN,MINNESOTA,2700117,MINNESOTA TRANSITIONS CHARTER SCH,03694,Minnesota Connections Academy,270011703694,270011703694,22,22,355
MN,MINNESOTA,2700123,HOWARD LAKE-WAVERLY-WINSTED,00751,HOWARD LAKE-WAVERLY-WINSTED SEC.,270012300751,270012300751,4,4,96
MN,MINNESOTA,2700124,FAIRMONT AREA SCHOOL DISTRICT,00553,FAIRMONT JR./SR. HIGH SCHOOL,270012400553,270012400553,7,7,153
MN,MINNESOTA,2700125,LAC QUI PARLE VALLEY SCHOOL DIST.,02260,LAC QUI PARLE VALLEY SECONDARY,270012502260,270012502260,4,4,84
MN,MINNESOTA,2700126,ADA-BORUP PUBLIC SCHOOL DISTRICT,00051,ADA-BORUP SECONDARY,270012600051,270012600051,0,2,44
MN,MINNESOTA,2700127,STEPHEN-ARGYLE CENTRAL SCHOOLS,01648,STEPHEN SENIOR HIGH,270012701648,270012701648,1,1,22
MN,MINNESOTA,2700128,GLENCOE-SILVER LAKE SCHOOL DISTRICT,00630,GLENCOE-SILVER LAKE SENIOR HIGH,270012800630,270012800630,5,5,66
MN,MINNESOTA,2700129,MINNESOTA STATE ACADEMIES,02409,MN ACADEMY FOR THE DEAF,270012902409,270012902409,1,1,5
MN,MINNESOTA,2700129,MINNESOTA STATE ACADEMIES,03056,MN ACADEMY FOR THE BLIND,270012903056,270012903056,0,1,4
MN,MINNESOTA,2700130,BLUE EARTH AREA PUBLIC SCHOOL,02498,BLUE EARTH AREA SECONDARY,270013002498,270013002498,8,8,89
MN,MINNESOTA,2700132,RED ROCK CENTRAL SCHOOL DISTRICT,00820,RED ROCK CENTRAL SECONDARY,270013200820,270013200820,2,2,22
MN,MINNESOTA,2700138,CYBER VILLAGE ACADEMY,02717,CYBER VILLAGE ACADEMY,270013802717,270013802717,2,2,24
MN,MINNESOTA,2700139,E.C.H.O. CHARTER SCHOOL,02718,E.C.H.O. CHARTER SCHOOL,270013902718,270013902718,1,1,11
MN,MINNESOTA,2700140,HIGHER GROUND ACADEMY,04749,HIGHER GROUND SECONDARY ACADEMY,270014004749,270014004749,2,2,55
MN,MINNESOTA,2700148,GLENVILLE-EMMONS SCHOOL DISTRICT,00635,GLENVILLE-EMMONS SECONDARY,270014800635,270014800635,1,1,20
MN,MINNESOTA,2700150,CLINTON-GRACEVILLE-BEARDSLEY,00652,CLINTON-GRACEVILLE-BEARDSLEY SR.,270015000652,270015000652,1,1,21
MN,MINNESOTA,2700150,CLINTON-GRACEVILLE-BEARDSLEY,03019,Lismore Colony School,270015003019,270015003019,1,1,3
MN,MINNESOTA,2700157,FACE TO FACE ACADEMY,02952,FACE TO FACE ACADEMY,270015702952,270015702952,5,5,37
MN,MINNESOTA,2700160,HIGH SCHOOL FOR RECORDING ARTS,02955,HIGH SCHOOL FOR RECORDING ARTS,270016002955,270016002955,2,2,76
MN,MINNESOTA,2700162,LAKE PARK AUDUBON SCHOOL DISTRICT,00812,LAKE PARK AUDUBON SECONDARY,270016200812,270016200812,3,3,45
MN,MINNESOTA,2700163,RENVILLE COUNTY WEST SCHOOL DIST.,01310,RENVILLE COUNTY WEST SENIOR HIGH,270016301310,270016301310,2,3,36
