SCHOOL_YEAR,ST,SCH_NAME,ST_SCHID,NCESSCH,SY_STATUS,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,DATA_GROUP,FARMS_COUNT
2017-2018,AL,Pleasant Grove High School,AL-037-0735,010192000737,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,42.0,Free and Reduced-price Lunch Table,390.0
2017-2018,AL,Shades Valley High School,AL-037-0795,010192000744,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,71.5,Free and Reduced-price Lunch Table,621.0
2017-2018,AL,Minor High School,AL-037-0585,010192001752,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,50.5,Free and Reduced-price Lunch Table,784.0
2017-2018,AL,Lanett Senior High School,AL-165-0030,010198000759,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,15.0,Free and Reduced-price Lunch Table,196.0
2017-2018,AL,Brooks High School,AL-039-0020,010201000764,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,42.68,Free and Reduced-price Lunch Table,281.0
2017-2018,AL,R A Hubbard High School,AL-040-0030,010204000776,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,11.0,Free and Reduced-price Lunch Table,113.0
2017-2018,AL,Hatton High School,AL-040-0050,010204000780,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,21.0,Free and Reduced-price Lunch Table,197.0
2017-2018,AL,Lawrence County High School,AL-040-0090,010204000783,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,31.0,Free and Reduced-price Lunch Table,315.0
2017-2018,AL,East Lawrence High School,AL-040-0020,010204001546,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.5,Free and Reduced-price Lunch Table,205.0
2017-2018,AL,Lawrence County Developmental,AL-040-0145,010204002211,1,Special Education School,2,High,NOTTITLE1ELIG,Not a Title I school,1.0,Free and Reduced-price Lunch Table,7.0
2017-2018,AL,Beauregard High School,AL-041-0010,010207000790,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,44.0,Free and Reduced-price Lunch Table,377.0
2017-2018,AL,Beulah High School,AL-041-0020,010207000791,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,36.0,Free and Reduced-price Lunch Table,330.0
2017-2018,AL,Loachapoka High School,AL-041-0030,010207000792,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.5,Free and Reduced-price Lunch Table,223.0
2017-2018,AL,Smiths Station High School,AL-041-0060,010207000795,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,79.73,Free and Reduced-price Lunch Table,611.0
2017-2018,AL,Ardmore High School,AL-042-0010,010210000797,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,47.95,Free and Reduced-price Lunch Table,385.0
2017-2018,AL,Clements High School,AL-042-0020,010210000799,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.28,Free and Reduced-price Lunch Table,268.0
2017-2018,AL,East Limestone High School,AL-042-0030,010210000800,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,58.91,Free and Reduced-price Lunch Table,298.0
2017-2018,AL,Tanner High School,AL-042-0120,010210000808,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,28.5,Free and Reduced-price Lunch Table,305.0
2017-2018,AL,West Limestone High School,AL-042-0140,010210000810,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,42.22,Free and Reduced-price Lunch Table,411.0
2017-2018,AL,Elkmont High School,AL-042-0050,010210001549,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,34.29,Free and Reduced-price Lunch Table,338.0
2017-2018,AL,Linden High School,AL-168-0030,010213000813,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,11.25,Free and Reduced-price Lunch Table,141.0
2017-2018,AL,Calhoun High School,AL-043-0015,010216000815,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,14.0,Free and Reduced-price Lunch Table,198.0
2017-2018,AL,Central High School,AL-043-0025,010216000817,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,15.0,Free and Reduced-price Lunch Table,258.0
2017-2018,AL,Booker T Washington High,AL-044-0010,010219001811,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,29.55,Free and Reduced-price Lunch Table,497.0
2017-2018,AL,Madison County High School,AL-045-0095,010222000556,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,29.66,Free and Reduced-price Lunch Table,181.0
2017-2018,AL,Hazel Green High School,AL-045-0070,010222000836,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,69.25,Free and Reduced-price Lunch Table,454.0
2017-2018,AL,New Hope High School,AL-045-0140,010222000843,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.0,Free and Reduced-price Lunch Table,156.0
2017-2018,AL,Sparkman High School,AL-045-0190,010222000848,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,86.95,Free and Reduced-price Lunch Table,442.0
2017-2018,AL,Buckhorn High School,AL-045-0030,010222001683,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,69.15,Free and Reduced-price Lunch Table,379.0
2017-2018,AL,Brilliant High School,AL-047-0020,010231000862,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,7.0,Free and Reduced-price Lunch Table,72.0
2017-2018,AL,Marion County High School,AL-047-0100,010231000863,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,15.0,Free and Reduced-price Lunch Table,145.0
2017-2018,AL,Hackleburg High School,AL-047-0070,010231000866,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,10.83,Free and Reduced-price Lunch Table,129.0
2017-2018,AL,Hamilton High School,AL-047-0090,010231000868,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,28.04,Free and Reduced-price Lunch Table,249.0
2017-2018,AL,Phillips High School,AL-047-0110,010231000869,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,11.88,Free and Reduced-price Lunch Table,152.0
2017-2018,AL,Midfield High School,AL-171-0020,010235000891,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.5,Free and Reduced-price Lunch Table,292.0
2017-2018,AL,Ben C Rain High School,AL-049-0080,010237000898,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,43.0,Free and Reduced-price Lunch Table,692.0
2017-2018,AL,Baker High School,AL-049-0100,010237000899,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,150.0,Free and Reduced-price Lunch Table,1130.0
2017-2018,AL,Mattie T Blount High School,AL-049-0120,010237000900,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,52.0,Free and Reduced-price Lunch Table,822.0
2017-2018,AL,Citronelle High School,AL-049-0190,010237000906,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,45.0,Free and Reduced-price Lunch Table,567.0
2017-2018,AL,WP Davidson High School,AL-049-0230,010237000912,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,87.0,Free and Reduced-price Lunch Table,962.0
2017-2018,AL,Mary G Montgomery High School,AL-049-0460,010237000934,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,116.0,Free and Reduced-price Lunch Table,1071.0
2017-2018,AL,Murphy High School,AL-049-0530,010237000942,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,105.0,Free and Reduced-price Lunch Table,1206.0
2017-2018,AL,John L Leflore Magnet School,AL-049-0730,010237000962,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,44.0,Free and Reduced-price Lunch Table,526.0
2017-2018,AL,CF Vigor High School,AL-049-0750,010237000964,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,38.0,Free and Reduced-price Lunch Table,537.0
2017-2018,AL,Lillie B Williamson High School,AL-049-0800,010237000969,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,41.0,Free and Reduced-price Lunch Table,681.0
2017-2018,AL,Alma Bryant High School,AL-049-0136,010237000989,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,95.0,Free and Reduced-price Lunch Table,1058.0
2017-2018,AL,Continuous Learning Center,AL-049-0195,010237001686,1,Alternative School,4,High,NOTTITLE1ELIG,Not a Title I school,17.0,Free and Reduced-price Lunch Table,46.0
2017-2018,AL,Theodore High School,AL-049-0715,010237001688,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,84.0,Free and Reduced-price Lunch Table,923.0
2017-2018,AL,Monroe County High School,AL-050-0070,010240000973,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,28.75,Free and Reduced-price Lunch Table,285.0
2017-2018,AL,Booker T Washington Magnet High School,AL-051-0060,010243000504,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,27.0,Free and Reduced-price Lunch Table,120.0
2017-2018,AL,Carver Senior High School,AL-051-0130,010243001015,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,65.5,Free and Reduced-price Lunch Table,976.0
2017-2018,AL,Jefferson Davis High School,AL-051-0370,010243001024,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,98.0,Free and Reduced-price Lunch Table,1455.0
2017-2018,AL,Lee High School,AL-051-0400,010243001035,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,80.0,Free and Reduced-price Lunch Table,1309.0
2017-2018,AL,Lanier Senior High School,AL-051-0390,010243001036,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,47.5,Free and Reduced-price Lunch Table,943.0
2017-2018,AL,Loveless Academic Magnet Program High School,AL-051-0387,010243001417,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,35.33,Free and Reduced-price Lunch Table,66.0
2017-2018,AL,Brewbaker Technology Magnet High School,AL-051-0097,010243001457,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,34.0,Free and Reduced-price Lunch Table,172.0
2017-2018,AL,Park Crossing High School,AL-051-0478,010243002214,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,66.0,Free and Reduced-price Lunch Table,664.0
2017-2018,AL,Danville High School,AL-052-0030,010248001042,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,24.84,Free and Reduced-price Lunch Table,160.0
2017-2018,AL,Falkville High School,AL-052-0060,010248001044,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,24.16,Free and Reduced-price Lunch Table,205.0
2017-2018,AL,Priceville High School,AL-052-0150,010248001048,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,27.55,Free and Reduced-price Lunch Table,114.0
2017-2018,AL,West Morgan High School,AL-052-0180,010248001052,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,23.71,Free and Reduced-price Lunch Table,178.0
2017-2018,AL,Albert P Brewer High School,AL-052-0005,010248001696,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,52.91,Free and Reduced-price Lunch Table,355.0
2017-2018,AL,Mountain Brook High School,AL-175-0050,010249001056,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,86.38,Free and Reduced-price Lunch Table,3.0
2017-2018,AL,Muscle Shoals High School,AL-176-0040,010252001062,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,45.99,Free and Reduced-price Lunch Table,233.0
2017-2018,AL,Oneonta High School,AL-178-0020,010255001064,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,26.43,Free and Reduced-price Lunch Table,171.0
2017-2018,AL,Opelika High School,AL-179-0055,010258001070,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,83.0,Free and Reduced-price Lunch Table,761.0
2017-2018,AL,Opp High School,AL-180-0010,010261001073,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,23.22,Free and Reduced-price Lunch Table,165.0
2017-2018,AL,Oxford High School,AL-181-0020,010263501075,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,77.0,Free and Reduced-price Lunch Table,554.0
2017-2018,AL,Carroll High School,AL-182-0010,010264001080,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,43.0,Free and Reduced-price Lunch Table,385.0
2017-2018,AL,Pell City High School,AL-183-0100,010265001573,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,68.75,Free and Reduced-price Lunch Table,504.0
2017-2018,AL,Central High School,AL-184-0030,010270001088,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,70.1,Free and Reduced-price Lunch Table,871.0
2017-2018,AL,Aliceville High School,AL-054-0020,010273001098,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,16.13,Free and Reduced-price Lunch Table,234.0
2017-2018,AL,Pickens County High School,AL-054-0080,010273001102,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,14.65,Free and Reduced-price Lunch Table,169.0
2017-2018,AL,Gordo High School,AL-054-0070,010273001104,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,28.43,Free and Reduced-price Lunch Table,260.0
2017-2018,AL,Piedmont High School,AL-185-0020,010276001108,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,21.14,Free and Reduced-price Lunch Table,207.0
2017-2018,AL,Pike County High School,AL-055-0040,010279001112,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,28.0,Free and Reduced-price Lunch Table,375.0
2017-2018,AL,Goshen High School,AL-055-0030,010279001114,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,27.0,Free and Reduced-price Lunch Table,257.0
2017-2018,AL,Randolph County High School,AL-056-0020,010282001119,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.0,Free and Reduced-price Lunch Table,294.0
2017-2018,AL,Woodland High School,AL-056-0060,010282001125,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.59,Free and Reduced-price Lunch Table,135.0
2017-2018,AL,Handley High School,AL-188-0020,010285001126,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,26.0,Free and Reduced-price Lunch Table,258.0
2017-2018,AL,Russell County High School,AL-057-0065,010288001802,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,57.0,Free and Reduced-price Lunch Table,574.0
2017-2018,AL,Russellville High School,AL-189-0030,010291001142,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,45.5,Free and Reduced-price Lunch Table,460.0
2017-2018,AL,Scottsboro High School,AL-190-0030,010294001147,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,44.0,Free and Reduced-price Lunch Table,304.0
2017-2018,AL,Selma High School,AL-191-0110,010297001160,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,32.0,Free and Reduced-price Lunch Table,698.0
2017-2018,AL,Sheffield High School,AL-192-0050,010300001164,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,23.53,Free and Reduced-price Lunch Table,184.0
2017-2018,AL,Calera High,AL-059-0010,010303001170,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,44.0,Free and Reduced-price Lunch Table,385.0
2017-2018,AL,Chelsea High School,AL-059-0020,010303001171,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,65.5,Free and Reduced-price Lunch Table,181.0
2017-2018,AL,Shelby County High School,AL-059-0090,010303001174,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,36.5,Free and Reduced-price Lunch Table,252.0
2017-2018,AL,Montevallo High School,AL-059-0060,010303001177,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,27.0,Free and Reduced-price Lunch Table,262.0
2017-2018,AL,Vincent Middle High School,AL-059-0160,010303001187,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,36.0,Free and Reduced-price Lunch Table,297.0
2017-2018,AL,Oak Mountain High School,AL-059-0081,010303001189,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,89.0,Free and Reduced-price Lunch Table,170.0
2017-2018,AL,Helena High School,AL-059-0051,010303002191,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,66.5,Free and Reduced-price Lunch Table,222.0
2017-2018,AL,Ashville High School,AL-058-0010,010306201362,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,23.32,Free and Reduced-price Lunch Table,261.0
2017-2018,AL,Saint Clair County High School,AL-058-0140,010306201367,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,32.68,Free and Reduced-price Lunch Table,314.0
2017-2018,AL,Springville High School,AL-058-0130,010306201377,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,35.9,Free and Reduced-price Lunch Table,147.0
2017-2018,AL,Moody High School,AL-058-0075,010306201591,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.27,Free and Reduced-price Lunch Table,277.0
2017-2018,AL,Sumter Central High School,AL-060-0080,010309002201,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,30.3,Free and Reduced-price Lunch Table,482.0
2017-2018,AL,Sylacauga High School,AL-193-0050,010312001200,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,37.0,Free and Reduced-price Lunch Table,309.0
2017-2018,AL,Talladega High School,AL-194-0080,010315001207,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,33.2,Free and Reduced-price Lunch Table,392.0
2017-2018,AL,BB Comer Memorial High School,AL-061-0020,010318001210,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,23.21,Free and Reduced-price Lunch Table,317.0
2017-2018,AL,Childersburg High School,AL-061-0050,010318001213,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,23.37,Free and Reduced-price Lunch Table,291.0
2017-2018,AL,Lincoln High School,AL-061-0170,010318001214,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,29.7,Free and Reduced-price Lunch Table,319.0
2017-2018,AL,Talladega County Central High,AL-061-0060,010318001215,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,14.85,Free and Reduced-price Lunch Table,138.0
2017-2018,AL,Munford High School,AL-061-0120,010318001220,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,27.2,Free and Reduced-price Lunch Table,347.0
2017-2018,AL,Winterboro High School,AL-061-0180,010318001226,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,19.33,Free and Reduced-price Lunch Table,264.0
2017-2018,AL,Dadeville High School,AL-062-0020,010321001229,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,33.9,Free and Reduced-price Lunch Table,332.0
2017-2018,AL,Reeltown High School,AL-062-0080,010321001234,1,Regular School,1,High,SWELIGSWPROG,Title I schoolwide school,22.75,Free and Reduced-price Lunch Table,241.0
2017-2018,AL,Tallassee High School,AL-195-0030,010324001238,1,Regular School,1,High,NOTTITLE1ELIG,Not a Title I school,34.0,Free and Reduced-price Lunch Table,162.0
